tick,day,resident,phrase_key,resident_reply_key,reply_text,schedule_reference,memory_reference,debt_reference,no_llm_call,no_autonomous_language_claim,private_workspace_hidden
0,1,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:water_carry:d001:s00,water carry,True,True,True
173,10,Sera,ask_schedule,accepts_bounded_help,Sera accepts bounded help; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:missed_greeting:d010:s11,missed greeting,True,True,True
174,10,Tovan,offer_help,explains_debt,Tovan explains debt; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:care_favor:d010:s12,care favor,True,True,True
175,10,Nia,apologize,declines_politely,Nia declines politely; phrase=apologize; no generated open chat.,map safe route,v60:nia:route_warning:d010:s13,route warning,True,True,True
176,10,Ari,ask_debt,names_current_task,Ari names current task; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:tool_loan:d010:s14,tool loan,True,True,True
177,10,Fay,thank,asks_for_space,Fay asks for space; phrase=thank; no generated open chat.,recover focus,v60:fay:water_carry:d010:s15,water carry,True,True,True
178,10,Milo,request_space,thanks_briefly,Milo thanks briefly; phrase=request_space; no generated open chat.,repair awning,v60:milo:repair_promise:d010:s16,repair promise,True,True,True
179,10,Sera,greet,greets_cautiously,Sera greets cautiously; phrase=greet; no generated open chat.,sort herbs,v60:sera:missed_greeting:d010:s17,missed greeting,True,True,True
180,11,Tovan,offer_help,thanks_briefly,Tovan thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:route_warning:d011:s00,route warning,True,True,True
181,11,Nia,apologize,greets_cautiously,Nia greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:nia:tool_loan:d011:s01,tool loan,True,True,True
182,11,Ari,ask_debt,accepts_bounded_help,Ari accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:water_carry:d011:s02,water carry,True,True,True
183,11,Fay,thank,explains_debt,Fay explains debt; phrase=thank; no generated open chat.,recover focus,v60:fay:repair_promise:d011:s03,repair promise,True,True,True
184,11,Milo,request_space,declines_politely,Milo declines politely; phrase=request_space; no generated open chat.,repair awning,v60:milo:missed_greeting:d011:s04,missed greeting,True,True,True
185,11,Sera,greet,names_current_task,Sera names current task; phrase=greet; no generated open chat.,sort herbs,v60:sera:care_favor:d011:s05,care favor,True,True,True
186,11,Tovan,ask_schedule,asks_for_space,Tovan asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:route_warning:d011:s06,route warning,True,True,True
187,11,Nia,offer_help,thanks_briefly,Nia thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:tool_loan:d011:s07,tool loan,True,True,True
188,11,Ari,apologize,greets_cautiously,Ari greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:ari:water_carry:d011:s08,water carry,True,True,True
189,11,Fay,ask_debt,accepts_bounded_help,Fay accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:repair_promise:d011:s09,repair promise,True,True,True
190,11,Milo,thank,explains_debt,Milo explains debt; phrase=thank; no generated open chat.,recover focus,v60:milo:missed_greeting:d011:s10,missed greeting,True,True,True
191,11,Sera,request_space,declines_politely,Sera declines politely; phrase=request_space; no generated open chat.,repair awning,v60:sera:care_favor:d011:s11,care favor,True,True,True
192,11,Tovan,greet,names_current_task,Tovan names current task; phrase=greet; no generated open chat.,sort herbs,v60:tovan:route_warning:d011:s12,route warning,True,True,True
193,11,Nia,ask_schedule,asks_for_space,Nia asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:tool_loan:d011:s13,tool loan,True,True,True
194,11,Ari,offer_help,thanks_briefly,Ari thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:water_carry:d011:s14,water carry,True,True,True
195,11,Fay,apologize,greets_cautiously,Fay greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:fay:repair_promise:d011:s15,repair promise,True,True,True
196,11,Milo,ask_debt,accepts_bounded_help,Milo accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:missed_greeting:d011:s16,missed greeting,True,True,True
197,11,Sera,thank,explains_debt,Sera explains debt; phrase=thank; no generated open chat.,recover focus,v60:sera:care_favor:d011:s17,care favor,True,True,True
198,12,Tovan,greet,accepts_bounded_help,Tovan accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:tovan:tool_loan:d012:s00,tool loan,True,True,True
199,12,Nia,ask_schedule,explains_debt,Nia explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:water_carry:d012:s01,water carry,True,True,True
200,12,Ari,offer_help,declines_politely,Ari declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:repair_promise:d012:s02,repair promise,True,True,True
201,12,Fay,apologize,names_current_task,Fay names current task; phrase=apologize; no generated open chat.,map safe route,v60:fay:missed_greeting:d012:s03,missed greeting,True,True,True
202,12,Milo,ask_debt,asks_for_space,Milo asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:care_favor:d012:s04,care favor,True,True,True
203,12,Sera,thank,thanks_briefly,Sera thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:sera:route_warning:d012:s05,route warning,True,True,True
204,12,Tovan,request_space,greets_cautiously,Tovan greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:tovan:tool_loan:d012:s06,tool loan,True,True,True
205,12,Nia,greet,accepts_bounded_help,Nia accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:nia:water_carry:d012:s07,water carry,True,True,True
206,12,Ari,ask_schedule,explains_debt,Ari explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:ari:repair_promise:d012:s08,repair promise,True,True,True
207,12,Fay,offer_help,declines_politely,Fay declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:fay:missed_greeting:d012:s09,missed greeting,True,True,True
208,12,Milo,apologize,names_current_task,Milo names current task; phrase=apologize; no generated open chat.,map safe route,v60:milo:care_favor:d012:s10,care favor,True,True,True
209,12,Sera,ask_debt,asks_for_space,Sera asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:sera:route_warning:d012:s11,route warning,True,True,True
210,12,Tovan,thank,thanks_briefly,Tovan thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:tovan:tool_loan:d012:s12,tool loan,True,True,True
211,12,Nia,request_space,greets_cautiously,Nia greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:nia:water_carry:d012:s13,water carry,True,True,True
212,12,Ari,greet,accepts_bounded_help,Ari accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:ari:repair_promise:d012:s14,repair promise,True,True,True
213,12,Fay,ask_schedule,explains_debt,Fay explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:missed_greeting:d012:s15,missed greeting,True,True,True
214,12,Milo,offer_help,declines_politely,Milo declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:care_favor:d012:s16,care favor,True,True,True
215,12,Sera,apologize,names_current_task,Sera names current task; phrase=apologize; no generated open chat.,map safe route,v60:sera:route_warning:d012:s17,route warning,True,True,True
216,13,Tovan,thank,declines_politely,Tovan declines politely; phrase=thank; no generated open chat.,recover focus,v60:tovan:water_carry:d013:s00,water carry,True,True,True
217,13,Nia,request_space,names_current_task,Nia names current task; phrase=request_space; no generated open chat.,repair awning,v60:nia:repair_promise:d013:s01,repair promise,True,True,True
218,13,Ari,greet,asks_for_space,Ari asks for space; phrase=greet; no generated open chat.,sort herbs,v60:ari:missed_greeting:d013:s02,missed greeting,True,True,True
219,13,Fay,ask_schedule,thanks_briefly,Fay thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:care_favor:d013:s03,care favor,True,True,True
220,13,Milo,offer_help,greets_cautiously,Milo greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:route_warning:d013:s04,route warning,True,True,True
221,13,Sera,apologize,accepts_bounded_help,Sera accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:sera:tool_loan:d013:s05,tool loan,True,True,True
222,13,Tovan,ask_debt,explains_debt,Tovan explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:tovan:water_carry:d013:s06,water carry,True,True,True
223,13,Nia,thank,declines_politely,Nia declines politely; phrase=thank; no generated open chat.,recover focus,v60:nia:repair_promise:d013:s07,repair promise,True,True,True
224,13,Ari,request_space,names_current_task,Ari names current task; phrase=request_space; no generated open chat.,repair awning,v60:ari:missed_greeting:d013:s08,missed greeting,True,True,True
225,13,Fay,greet,asks_for_space,Fay asks for space; phrase=greet; no generated open chat.,sort herbs,v60:fay:care_favor:d013:s09,care favor,True,True,True
226,13,Milo,ask_schedule,thanks_briefly,Milo thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:milo:route_warning:d013:s10,route warning,True,True,True
227,13,Sera,offer_help,greets_cautiously,Sera greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:sera:tool_loan:d013:s11,tool loan,True,True,True
228,13,Tovan,apologize,accepts_bounded_help,Tovan accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:tovan:water_carry:d013:s12,water carry,True,True,True
229,13,Nia,ask_debt,explains_debt,Nia explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:repair_promise:d013:s13,repair promise,True,True,True
230,13,Ari,thank,declines_politely,Ari declines politely; phrase=thank; no generated open chat.,recover focus,v60:ari:missed_greeting:d013:s14,missed greeting,True,True,True
231,13,Fay,request_space,names_current_task,Fay names current task; phrase=request_space; no generated open chat.,repair awning,v60:fay:care_favor:d013:s15,care favor,True,True,True
232,13,Milo,greet,asks_for_space,Milo asks for space; phrase=greet; no generated open chat.,sort herbs,v60:milo:route_warning:d013:s16,route warning,True,True,True
233,13,Sera,ask_schedule,thanks_briefly,Sera thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:tool_loan:d013:s17,tool loan,True,True,True
234,14,Tovan,apologize,asks_for_space,Tovan asks for space; phrase=apologize; no generated open chat.,map safe route,v60:tovan:repair_promise:d014:s00,repair promise,True,True,True
235,14,Nia,ask_debt,thanks_briefly,Nia thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:missed_greeting:d014:s01,missed greeting,True,True,True
236,14,Ari,thank,greets_cautiously,Ari greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:ari:care_favor:d014:s02,care favor,True,True,True
237,14,Fay,request_space,accepts_bounded_help,Fay accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:fay:route_warning:d014:s03,route warning,True,True,True
238,14,Milo,greet,explains_debt,Milo explains debt; phrase=greet; no generated open chat.,sort herbs,v60:milo:tool_loan:d014:s04,tool loan,True,True,True
239,14,Sera,ask_schedule,declines_politely,Sera declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:water_carry:d014:s05,water carry,True,True,True
240,14,Tovan,offer_help,names_current_task,Tovan names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:repair_promise:d014:s06,repair promise,True,True,True
241,14,Nia,apologize,asks_for_space,Nia asks for space; phrase=apologize; no generated open chat.,map safe route,v60:nia:missed_greeting:d014:s07,missed greeting,True,True,True
242,14,Ari,ask_debt,thanks_briefly,Ari thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:care_favor:d014:s08,care favor,True,True,True
243,14,Fay,thank,greets_cautiously,Fay greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:fay:route_warning:d014:s09,route warning,True,True,True
244,14,Milo,request_space,accepts_bounded_help,Milo accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:milo:tool_loan:d014:s10,tool loan,True,True,True
245,14,Sera,greet,explains_debt,Sera explains debt; phrase=greet; no generated open chat.,sort herbs,v60:sera:water_carry:d014:s11,water carry,True,True,True
246,14,Tovan,ask_schedule,declines_politely,Tovan declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:repair_promise:d014:s12,repair promise,True,True,True
247,14,Nia,offer_help,names_current_task,Nia names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:missed_greeting:d014:s13,missed greeting,True,True,True
248,14,Ari,apologize,asks_for_space,Ari asks for space; phrase=apologize; no generated open chat.,map safe route,v60:ari:care_favor:d014:s14,care favor,True,True,True
249,14,Fay,ask_debt,thanks_briefly,Fay thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:route_warning:d014:s15,route warning,True,True,True
250,14,Milo,thank,greets_cautiously,Milo greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:milo:tool_loan:d014:s16,tool loan,True,True,True
251,14,Sera,request_space,accepts_bounded_help,Sera accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:sera:water_carry:d014:s17,water carry,True,True,True
252,15,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:missed_greeting:d015:s00,missed greeting,True,True,True
253,15,Nia,offer_help,accepts_bounded_help,Nia accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:care_favor:d015:s01,care favor,True,True,True
254,15,Ari,apologize,explains_debt,Ari explains debt; phrase=apologize; no generated open chat.,map safe route,v60:ari:route_warning:d015:s02,route warning,True,True,True
255,15,Fay,ask_debt,declines_politely,Fay declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:tool_loan:d015:s03,tool loan,True,True,True
256,15,Milo,thank,names_current_task,Milo names current task; phrase=thank; no generated open chat.,recover focus,v60:milo:water_carry:d015:s04,water carry,True,True,True
