tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,loop_step,avatar_action,task_state_before,task_state_after,local_state_key,local_state_mutated,loop_advanced,resident_visible,private_workspace_sealed,no_llm_call
139,8,session-002,glass_harbor,Puck,4a73f95e3d,mend fog net,path_to_site,click:path_to_site:fog_rail,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
140,8,session-002,cinder_garden,Wren,9ee5bba78b,cool ash path,pickup_tool,click:pickup_tool:seed_shelf,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
141,8,session-002,lichen_bridge,Kio,1356a31e8d,repair meal ledger,execute_task,click:execute_task:signal_post,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
142,8,session-002,orchid_engine,Cai,aa06bc447d,listen to valve pulse,recover_failed_work,click:recover_failed_work:orchid_bay,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
143,8,session-002,moss_ward,Milo,214b5191fa,patch blanket loom,drop_tool,click:drop_tool:rain_gate,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-002,True,True,True,True,True
144,9,session-002,cinder_garden,Vale,58b08d67ce,cool ash path,execute_task,click:execute_task:shade_tent,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
145,9,session-002,lichen_bridge,Sol,6a6945c048,repair meal ledger,recover_failed_work,click:recover_failed_work:rope_bridge,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
146,9,session-002,orchid_engine,Bea,1a39418cc8,listen to valve pulse,drop_tool,click:drop_tool:gear_wash,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
147,9,session-002,moss_ward,Fay,cbe617b6af,patch blanket loom,relationship_phrase,click:relationship_phrase:root_alcove,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-002,True,True,True,True,True
148,9,session-002,glass_harbor,Puck,19e61c2da4,seal fog catcher,save_session,click:save_session:lamp_pier,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
149,9,session-002,cinder_garden,Wren,b1df32837e,repair seed calendar,path_to_site,click:path_to_site:ash_path,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
150,9,session-002,lichen_bridge,Kio,0c14394478,test rope bridge,pickup_tool,click:pickup_tool:meal_room,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
151,9,session-002,orchid_engine,Cai,80ecb7dbcd,clean gear wash,execute_task,click:execute_task:engine_ring,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
152,9,session-002,moss_ward,Milo,4f19e26857,copy root ledger,recover_failed_work,click:recover_failed_work:blanket_room,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-002,True,True,True,True,True
153,9,session-002,glass_harbor,Sera,ee1d01c438,mark crossing rope,drop_tool,click:drop_tool:fog_rail,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
154,9,session-002,cinder_garden,Juno,9c5554028b,shade seed rows,relationship_phrase,click:relationship_phrase:seed_shelf,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
155,9,session-002,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,save_session,click:save_session:signal_post,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
156,9,session-002,orchid_engine,Dax,8d36ca6708,tend orchid lamp,path_to_site,click:path_to_site:orchid_bay,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
157,9,session-002,moss_ward,Tala,690cd7241e,raise warm-cup shelf,pickup_tool,click:pickup_tool:rain_gate,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-002,True,True,True,True,True
158,9,session-002,glass_harbor,Nia,24a6670b6c,relight public lamp,execute_task,click:execute_task:net_room,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
159,9,session-002,cinder_garden,Pax,9dfff354ca,sort ember fruit,recover_failed_work,click:recover_failed_work:shade_tent,resident-ready,recovery-choice-open,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
160,9,session-002,lichen_bridge,Rin,48fc2b7680,mark signal bell,drop_tool,click:drop_tool:rope_bridge,resident-ready,tool-returned-or-nearby,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
161,9,session-002,orchid_engine,Eli,86759406ca,stabilize steam kettle,relationship_phrase,click:relationship_phrase:gear_wash,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
162,10,session-002,glass_harbor,Sera,768a4d2ad8,relight public lamp,recover_failed_work,click:recover_failed_work:lamp_pier,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
163,10,session-002,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,drop_tool,click:drop_tool:ash_path,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
164,10,session-002,lichen_bridge,Luma,450c18baea,mark signal bell,relationship_phrase,click:relationship_phrase:meal_room,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
165,10,session-002,orchid_engine,Dax,363676d602,stabilize steam kettle,save_session,click:save_session:engine_ring,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
166,10,session-002,moss_ward,Tala,572744cec7,drain rain path,path_to_site,click:path_to_site:blanket_room,queued,at-site-or-closer,ssrm.v55.moss_ward.session-002,True,True,True,True,True
167,10,session-002,glass_harbor,Nia,2c46e6f05e,mend fog net,pickup_tool,click:pickup_tool:fog_rail,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
168,10,session-002,cinder_garden,Pax,1e5830ef22,cool ash path,execute_task,click:execute_task:seed_shelf,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
169,10,session-002,lichen_bridge,Rin,9611f49c07,repair meal ledger,recover_failed_work,click:recover_failed_work:signal_post,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
170,10,session-002,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,drop_tool,click:drop_tool:orchid_bay,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
171,10,session-002,moss_ward,Ari,2378d81ec8,patch blanket loom,relationship_phrase,click:relationship_phrase:rain_gate,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-002,True,True,True,True,True
172,10,session-002,glass_harbor,Oren,d2b7153668,seal fog catcher,save_session,click:save_session:net_room,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
173,10,session-002,cinder_garden,Vale,b4da23a954,repair seed calendar,path_to_site,click:path_to_site:shade_tent,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
174,10,session-002,lichen_bridge,Sol,85cb036eb5,test rope bridge,pickup_tool,click:pickup_tool:rope_bridge,resident-ready,tool-in-hand,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
175,10,session-002,orchid_engine,Bea,3935fa5efe,clean gear wash,execute_task,click:execute_task:gear_wash,resident-ready,inventory-mutated,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
176,10,session-002,moss_ward,Fay,6a7b5adb25,copy root ledger,recover_failed_work,click:recover_failed_work:root_alcove,resident-ready,recovery-choice-open,ssrm.v55.moss_ward.session-002,True,True,True,True,True
177,10,session-002,glass_harbor,Puck,c10ea1470a,mark crossing rope,drop_tool,click:drop_tool:lamp_pier,resident-ready,tool-returned-or-nearby,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
178,10,session-002,cinder_garden,Wren,81aa359945,shade seed rows,relationship_phrase,click:relationship_phrase:ash_path,resident-ready,phrase-used-and-saved,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
179,10,session-002,lichen_bridge,Kio,ebef679159,weave spare rope,save_session,click:save_session:meal_room,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
180,11,session-002,moss_ward,Ari,acb2c21249,copy root ledger,drop_tool,click:drop_tool:blanket_room,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-002,True,True,True,True,True
181,11,session-002,glass_harbor,Oren,65ab173ea1,mark crossing rope,relationship_phrase,click:relationship_phrase:fog_rail,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
182,11,session-002,cinder_garden,Vale,7525471538,shade seed rows,save_session,click:save_session:seed_shelf,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
183,11,session-002,lichen_bridge,Sol,032f2286f3,weave spare rope,path_to_site,click:path_to_site:signal_post,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
184,11,session-002,orchid_engine,Bea,a0d3597080,tend orchid lamp,pickup_tool,click:pickup_tool:orchid_bay,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
185,11,session-002,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,execute_task,click:execute_task:rain_gate,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-002,True,True,True,True,True
186,11,session-002,glass_harbor,Puck,d99abac1ce,relight public lamp,recover_failed_work,click:recover_failed_work:net_room,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
187,11,session-002,cinder_garden,Wren,efccb1106a,sort ember fruit,drop_tool,click:drop_tool:shade_tent,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
188,11,session-002,lichen_bridge,Kio,096f63fbc9,mark signal bell,relationship_phrase,click:relationship_phrase:rope_bridge,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
189,11,session-002,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,save_session,click:save_session:gear_wash,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
190,11,session-002,moss_ward,Milo,42164b006a,drain rain path,path_to_site,click:path_to_site:root_alcove,queued,at-site-or-closer,ssrm.v55.moss_ward.session-002,True,True,True,True,True
191,11,session-002,glass_harbor,Sera,b557cb5ab1,mend fog net,pickup_tool,click:pickup_tool:lamp_pier,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
192,11,session-002,cinder_garden,Juno,f754fc777c,cool ash path,execute_task,click:execute_task:ash_path,resident-ready,inventory-mutated,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
193,11,session-002,lichen_bridge,Luma,7017cc792d,repair meal ledger,recover_failed_work,click:recover_failed_work:meal_room,resident-ready,recovery-choice-open,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
194,11,session-002,orchid_engine,Dax,947f5c8b39,listen to valve pulse,drop_tool,click:drop_tool:engine_ring,resident-ready,tool-returned-or-nearby,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
195,11,session-002,moss_ward,Tala,f91d6085d8,patch blanket loom,relationship_phrase,click:relationship_phrase:blanket_room,resident-ready,phrase-used-and-saved,ssrm.v55.moss_ward.session-002,True,True,True,True,True
196,11,session-002,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,save_session,click:save_session:fog_rail,resident-ready,session-snapshot-written,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
197,11,session-002,cinder_garden,Pax,2ac4db2919,repair seed calendar,path_to_site,click:path_to_site:seed_shelf,queued,at-site-or-closer,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
198,12,session-002,orchid_engine,Cai,aa06bc447d,listen to valve pulse,relationship_phrase,click:relationship_phrase:orchid_bay,resident-ready,phrase-used-and-saved,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
199,12,session-002,moss_ward,Milo,214b5191fa,patch blanket loom,save_session,click:save_session:rain_gate,resident-ready,session-snapshot-written,ssrm.v55.moss_ward.session-002,True,True,True,True,True
200,12,session-002,glass_harbor,Sera,35df557118,seal fog catcher,path_to_site,click:path_to_site:net_room,queued,at-site-or-closer,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
201,12,session-002,cinder_garden,Juno,a3cdbd8180,repair seed calendar,pickup_tool,click:pickup_tool:shade_tent,resident-ready,tool-in-hand,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
202,12,session-002,lichen_bridge,Luma,a72c4caf94,test rope bridge,execute_task,click:execute_task:rope_bridge,resident-ready,inventory-mutated,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
203,12,session-002,orchid_engine,Dax,e5be4a3317,clean gear wash,recover_failed_work,click:recover_failed_work:gear_wash,resident-ready,recovery-choice-open,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
204,12,session-002,moss_ward,Tala,ab7eb655b8,copy root ledger,drop_tool,click:drop_tool:root_alcove,resident-ready,tool-returned-or-nearby,ssrm.v55.moss_ward.session-002,True,True,True,True,True
205,12,session-002,glass_harbor,Nia,35100ce116,mark crossing rope,relationship_phrase,click:relationship_phrase:lamp_pier,resident-ready,phrase-used-and-saved,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
206,12,session-002,cinder_garden,Pax,cfb8cd3fed,shade seed rows,save_session,click:save_session:ash_path,resident-ready,session-snapshot-written,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
207,12,session-002,lichen_bridge,Rin,d21d02a5bc,weave spare rope,path_to_site,click:path_to_site:meal_room,queued,at-site-or-closer,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
208,12,session-002,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,pickup_tool,click:pickup_tool:engine_ring,resident-ready,tool-in-hand,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
209,12,session-002,moss_ward,Ari,808faa30ed,raise warm-cup shelf,execute_task,click:execute_task:blanket_room,resident-ready,inventory-mutated,ssrm.v55.moss_ward.session-002,True,True,True,True,True
210,12,session-002,glass_harbor,Oren,f949aa8fd3,relight public lamp,recover_failed_work,click:recover_failed_work:fog_rail,resident-ready,recovery-choice-open,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
211,12,session-002,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,drop_tool,click:drop_tool:seed_shelf,resident-ready,tool-returned-or-nearby,ssrm.v55.cinder_garden.session-002,True,True,True,True,True
212,12,session-002,lichen_bridge,Sol,910495b9ec,mark signal bell,relationship_phrase,click:relationship_phrase:signal_post,resident-ready,phrase-used-and-saved,ssrm.v55.lichen_bridge.session-002,True,True,True,True,True
213,12,session-002,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,save_session,click:save_session:orchid_bay,resident-ready,session-snapshot-written,ssrm.v55.orchid_engine.session-002,True,True,True,True,True
214,12,session-002,moss_ward,Fay,9c82c8d116,drain rain path,path_to_site,click:path_to_site:rain_gate,queued,at-site-or-closer,ssrm.v55.moss_ward.session-002,True,True,True,True,True
215,12,session-002,glass_harbor,Puck,4a73f95e3d,mend fog net,pickup_tool,click:pickup_tool:net_room,resident-ready,tool-in-hand,ssrm.v55.glass_harbor.session-002,True,True,True,True,True
216,13,session-003,lichen_bridge,Rin,48fc2b7680,mark signal bell,save_session,click:save_session:rope_bridge,resident-ready,session-snapshot-written,ssrm.v55.lichen_bridge.session-003,True,True,True,True,True
217,13,session-003,orchid_engine,Eli,86759406ca,stabilize steam kettle,path_to_site,click:path_to_site:gear_wash,queued,at-site-or-closer,ssrm.v55.orchid_engine.session-003,True,True,True,True,True
218,13,session-003,moss_ward,Ari,da0f22a6f5,drain rain path,pickup_tool,click:pickup_tool:root_alcove,resident-ready,tool-in-hand,ssrm.v55.moss_ward.session-003,True,True,True,True,True
219,13,session-003,glass_harbor,Oren,9f03b2f23d,mend fog net,execute_task,click:execute_task:lamp_pier,resident-ready,inventory-mutated,ssrm.v55.glass_harbor.session-003,True,True,True,True,True
