tick_id,day,settlement_id,project_id,project_type,required_objects,available_objects,stage_before,stage_after,object_durability_before,object_durability_after,dependency_satisfied,project_progress,rollback_marker,visible_project_state
267,17,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,tag token,seal shed,0.598,0.58,True,0.75,forward-only-safe,True
269,17,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.502,0.484,True,1.0,forward-only-safe,True
270,17,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.466,0.448,True,1.0,forward-only-safe,True
273,18,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,seal shed,teach tally,0.58,0.562,True,1.0,forward-only-safe,True
274,18,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.518,0.5,True,1.0,forward-only-safe,True
276,18,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.448,0.43,True,1.0,forward-only-safe,True
277,18,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.538,0.52,True,1.0,forward-only-safe,True
279,18,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token,teach tally,teach tally,0.562,0.558,False,1.0,waiting-safe,True
282,18,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.43,0.43,True,1.0,forward-only-safe,True
284,18,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.508,0.49,True,1.0,forward-only-safe,True
285,18,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.558,0.54,True,1.0,forward-only-safe,True
287,18,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.484,0.466,True,1.0,forward-only-safe,True
288,19,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.43,0.42,True,1.0,forward-only-safe,True
289,19,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,thread spool,0.52,0.562,True,0.25,forward-only-safe,True
290,19,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.49,0.472,True,1.0,forward-only-safe,True
291,19,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.54,0.522,True,1.0,forward-only-safe,True
293,19,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.466,0.448,True,1.0,forward-only-safe,True
294,19,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
296,19,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.472,0.454,True,1.0,checkpoint-ready,True
297,19,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.522,0.504,True,1.0,forward-only-safe,True
299,19,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.448,0.43,True,1.0,forward-only-safe,True
300,19,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
303,19,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.504,0.486,True,1.0,forward-only-safe,True
305,20,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,teach access rule,0.42,0.42,True,1.0,forward-only-safe,True
306,20,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,thread spool,ink route,0.562,0.544,True,0.5,forward-only-safe,True
309,20,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.5,0.482,True,1.0,forward-only-safe,True
312,20,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,ink route,test recall,0.544,0.526,True,0.75,forward-only-safe,True
313,20,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.454,0.436,True,1.0,forward-only-safe,True
315,20,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.482,0.464,True,1.0,forward-only-safe,True
316,20,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.43,0.42,True,1.0,forward-only-safe,True
318,20,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,test recall,seal annotation,0.526,0.508,True,1.0,forward-only-safe,True
319,20,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.436,0.42,True,1.0,forward-only-safe,True
320,21,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.486,0.468,True,1.0,forward-only-safe,True
321,21,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.464,0.446,True,1.0,forward-only-safe,True
323,21,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,teach access rule,polish lens,0.42,0.48,True,0.25,forward-only-safe,True
324,21,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.508,0.49,True,1.0,forward-only-safe,True
327,21,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.446,0.428,True,1.0,forward-only-safe,True
330,21,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.49,0.472,True,1.0,forward-only-safe,True
333,21,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.428,0.42,True,1.0,checkpoint-ready,True
336,22,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.472,0.454,True,1.0,forward-only-safe,True
339,22,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
342,22,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.454,0.436,True,1.0,forward-only-safe,True
343,22,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
345,22,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
346,22,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
348,22,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.436,0.42,True,1.0,forward-only-safe,True
349,22,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
350,22,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.468,0.45,True,1.0,forward-only-safe,True
351,22,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
353,23,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,polish lens,set hinge,0.48,0.462,True,0.5,forward-only-safe,True
354,23,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
357,23,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,clip wire,0.42,0.48,True,0.25,forward-only-safe,True
360,23,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
363,23,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,clip wire,test gauge,0.48,0.462,True,0.5,forward-only-safe,True
366,23,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
367,23,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
369,24,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,test gauge,quiet bell,0.462,0.444,True,0.75,forward-only-safe,True
372,24,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon,seal annotation,seal annotation,0.42,0.42,False,1.0,waiting-safe,True
373,24,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
375,24,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,quiet bell,publish warning,0.444,0.426,True,1.0,forward-only-safe,True
376,24,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
378,24,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
379,24,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
380,24,orchard,seed-shed-restock,repair,seed satchel | market token | dry cord,seed satchel | market token | dry cord,teach tally,teach tally,0.45,0.432,True,1.0,forward-only-safe,True
381,24,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.426,0.42,True,1.0,forward-only-safe,True
382,24,riverbend,bridge-lantern-rig,repair,cedar plank | ridge lantern | binding cord,cedar plank | ridge lantern | binding cord,log maintenance,log maintenance,0.42,0.42,True,1.0,forward-only-safe,True
383,24,roofward,sun-lens-archive,craft,sun lens | herb ledger | brass hinge,sun lens | herb ledger | brass hinge,set hinge,open archive,0.462,0.444,True,0.75,forward-only-safe,True
384,25,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
387,25,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
390,25,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
393,25,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
396,25,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
397,25,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern | signal lens,post watch note,post watch note,0.42,0.42,True,1.0,forward-only-safe,True
399,25,repair_ring,bell-circuit-stabilizer,repair,insulated tongs | copper wire | bell gauge,insulated tongs | copper wire | bell gauge,publish warning,publish warning,0.42,0.42,True,1.0,forward-only-safe,True
402,26,archive,memory-spool-loom,repair,signal spool | ink ribbon | memory tag,signal spool | ink ribbon | memory tag,seal annotation,seal annotation,0.42,0.42,True,1.0,forward-only-safe,True
403,26,signal,signal-path-beacon,craft,mast rope | oil lantern | signal lens,mast rope | oil lantern,post watch note,post watch note,0.42,0.42,False,1.0,waiting-safe,True
