tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
184,11,session-002,orchid_engine,Bea,a0d3597080,steam seal,750,749,tend orchid lamp progress marker,9,10,-1 steam seal; +1 marker,True,True,True,True
185,11,session-002,moss_ward,Fay,72cfe9f03b,reed bundle,749,747,raise warm-cup shelf progress marker,9,11,-2 reed bundle; +2 marker,True,True,True,True
186,11,session-002,glass_harbor,Puck,d99abac1ce,glass bead,749,748,relight public lamp progress marker,12,13,-1 glass bead; +1 marker,True,True,True,True
187,11,session-002,cinder_garden,Wren,efccb1106a,cool stone,749,747,sort ember fruit progress marker,12,13,-2 cool stone; +1 marker,True,True,True,True
188,11,session-002,lichen_bridge,Kio,096f63fbc9,lichen glue,750,749,mark signal bell progress marker,11,12,-1 lichen glue; +1 marker,True,True,True,True
189,11,session-002,orchid_engine,Cai,7b17b6bca2,valve grease,750,749,stabilize steam kettle progress marker,9,10,-1 valve grease; +1 marker,True,True,True,True
190,11,session-002,moss_ward,Milo,42164b006a,dry clay,749,748,drain rain path progress marker,9,10,-1 dry clay; +1 marker,True,True,True,True
191,11,session-002,glass_harbor,Sera,b557cb5ab1,net fiber,748,747,mend fog net progress marker,9,10,-1 net fiber; +1 marker,True,True,True,True
192,11,session-002,cinder_garden,Juno,f754fc777c,seed ink,750,748,cool ash path progress marker,11,13,-2 seed ink; +2 marker,True,True,True,True
193,11,session-002,lichen_bridge,Luma,7017cc792d,rope fiber,749,748,repair meal ledger progress marker,12,13,-1 rope fiber; +1 marker,True,True,True,True
194,11,session-002,orchid_engine,Dax,947f5c8b39,gear cloth,749,748,listen to valve pulse progress marker,12,13,-1 gear cloth; +1 marker,True,True,True,True
195,11,session-002,moss_ward,Tala,f91d6085d8,moss cord,749,748,patch blanket loom progress marker,10,11,-1 moss cord; +1 marker,True,True,True,True
196,11,session-002,glass_harbor,Nia,7d03d3d3f1,salt chalk,750,749,seal fog catcher progress marker,9,10,-1 salt chalk; +1 marker,True,True,True,True
197,11,session-002,cinder_garden,Pax,2ac4db2919,shade reed,749,748,repair seed calendar progress marker,9,10,-1 shade reed; +1 marker,True,True,True,True
198,12,session-002,orchid_engine,Cai,aa06bc447d,valve grease,749,748,listen to valve pulse progress marker,13,14,-1 valve grease; +1 marker,True,True,True,True
199,12,session-002,moss_ward,Milo,214b5191fa,dry clay,748,747,patch blanket loom progress marker,11,12,-1 dry clay; +1 marker,True,True,True,True
200,12,session-002,glass_harbor,Sera,35df557118,net fiber,747,746,seal fog catcher progress marker,10,11,-1 net fiber; +1 marker,True,True,True,True
201,12,session-002,cinder_garden,Juno,a3cdbd8180,seed ink,748,747,repair seed calendar progress marker,10,11,-1 seed ink; +1 marker,True,True,True,True
202,12,session-002,lichen_bridge,Luma,a72c4caf94,rope fiber,748,746,test rope bridge progress marker,9,11,-2 rope fiber; +2 marker,True,True,True,True
203,12,session-002,orchid_engine,Dax,e5be4a3317,gear cloth,748,747,clean gear wash progress marker,12,13,-1 gear cloth; +1 marker,True,True,True,True
204,12,session-002,moss_ward,Tala,ab7eb655b8,moss cord,748,746,copy root ledger progress marker,13,14,-2 moss cord; +1 marker,True,True,True,True
205,12,session-002,glass_harbor,Nia,35100ce116,salt chalk,749,748,mark crossing rope progress marker,13,14,-1 salt chalk; +1 marker,True,True,True,True
206,12,session-002,cinder_garden,Pax,cfb8cd3fed,shade reed,748,747,shade seed rows progress marker,10,11,-1 shade reed; +1 marker,True,True,True,True
207,12,session-002,lichen_bridge,Rin,d21d02a5bc,bell tin,749,748,weave spare rope progress marker,10,11,-1 bell tin; +1 marker,True,True,True,True
208,12,session-002,orchid_engine,Eli,3f711d3e3b,orchid oil,747,746,tend orchid lamp progress marker,10,11,-1 orchid oil; +1 marker,True,True,True,True
209,12,session-002,moss_ward,Ari,808faa30ed,charcoal mark,749,747,raise warm-cup shelf progress marker,11,13,-2 charcoal mark; +2 marker,True,True,True,True
210,12,session-002,glass_harbor,Oren,f949aa8fd3,lamp oil,748,747,relight public lamp progress marker,13,14,-1 lamp oil; +1 marker,True,True,True,True
211,12,session-002,cinder_garden,Vale,6b0dbec2ed,ember basket,748,747,sort ember fruit progress marker,13,14,-1 ember basket; +1 marker,True,True,True,True
212,12,session-002,lichen_bridge,Sol,910495b9ec,meal token,748,747,mark signal bell progress marker,12,13,-1 meal token; +1 marker,True,True,True,True
213,12,session-002,orchid_engine,Bea,d5a5690d8e,steam seal,749,748,stabilize steam kettle progress marker,10,11,-1 steam seal; +1 marker,True,True,True,True
214,12,session-002,moss_ward,Fay,9c82c8d116,reed bundle,747,746,drain rain path progress marker,10,11,-1 reed bundle; +1 marker,True,True,True,True
215,12,session-002,glass_harbor,Puck,4a73f95e3d,glass bead,748,747,mend fog net progress marker,10,11,-1 glass bead; +1 marker,True,True,True,True
216,13,session-003,lichen_bridge,Rin,48fc2b7680,bell tin,748,747,mark signal bell progress marker,13,14,-1 bell tin; +1 marker,True,True,True,True
217,13,session-003,orchid_engine,Eli,86759406ca,orchid oil,746,745,stabilize steam kettle progress marker,11,12,-1 orchid oil; +1 marker,True,True,True,True
218,13,session-003,moss_ward,Ari,da0f22a6f5,charcoal mark,747,746,drain rain path progress marker,11,12,-1 charcoal mark; +1 marker,True,True,True,True
219,13,session-003,glass_harbor,Oren,9f03b2f23d,lamp oil,747,745,mend fog net progress marker,11,13,-2 lamp oil; +2 marker,True,True,True,True
220,13,session-003,cinder_garden,Vale,58b08d67ce,ember basket,747,746,cool ash path progress marker,13,14,-1 ember basket; +1 marker,True,True,True,True
221,13,session-003,lichen_bridge,Sol,6a6945c048,meal token,747,745,repair meal ledger progress marker,13,14,-2 meal token; +1 marker,True,True,True,True
222,13,session-003,orchid_engine,Bea,1a39418cc8,steam seal,748,747,listen to valve pulse progress marker,14,15,-1 steam seal; +1 marker,True,True,True,True
223,13,session-003,moss_ward,Fay,cbe617b6af,reed bundle,746,745,patch blanket loom progress marker,12,13,-1 reed bundle; +1 marker,True,True,True,True
224,13,session-003,glass_harbor,Puck,19e61c2da4,glass bead,747,746,seal fog catcher progress marker,11,12,-1 glass bead; +1 marker,True,True,True,True
225,13,session-003,cinder_garden,Wren,b1df32837e,cool stone,747,746,repair seed calendar progress marker,11,12,-1 cool stone; +1 marker,True,True,True,True
226,13,session-003,lichen_bridge,Kio,0c14394478,lichen glue,749,747,test rope bridge progress marker,11,13,-2 lichen glue; +2 marker,True,True,True,True
227,13,session-003,orchid_engine,Cai,80ecb7dbcd,valve grease,748,747,clean gear wash progress marker,13,14,-1 valve grease; +1 marker,True,True,True,True
228,13,session-003,moss_ward,Milo,4f19e26857,dry clay,747,746,copy root ledger progress marker,14,15,-1 dry clay; +1 marker,True,True,True,True
229,13,session-003,glass_harbor,Sera,ee1d01c438,net fiber,746,745,mark crossing rope progress marker,14,15,-1 net fiber; +1 marker,True,True,True,True
230,13,session-003,cinder_garden,Juno,9c5554028b,seed ink,747,746,shade seed rows progress marker,11,12,-1 seed ink; +1 marker,True,True,True,True
231,13,session-003,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,746,745,weave spare rope progress marker,11,12,-1 rope fiber; +1 marker,True,True,True,True
232,13,session-003,orchid_engine,Dax,8d36ca6708,gear cloth,747,746,tend orchid lamp progress marker,11,12,-1 gear cloth; +1 marker,True,True,True,True
233,13,session-003,moss_ward,Tala,690cd7241e,moss cord,746,744,raise warm-cup shelf progress marker,13,15,-2 moss cord; +2 marker,True,True,True,True
234,14,session-003,cinder_garden,Wren,81aa359945,cool stone,746,745,shade seed rows progress marker,12,13,-1 cool stone; +1 marker,True,True,True,True
235,14,session-003,lichen_bridge,Kio,ebef679159,lichen glue,747,746,weave spare rope progress marker,12,13,-1 lichen glue; +1 marker,True,True,True,True
236,14,session-003,orchid_engine,Cai,2fe151eb17,valve grease,747,745,tend orchid lamp progress marker,12,14,-2 valve grease; +2 marker,True,True,True,True
237,14,session-003,moss_ward,Milo,b03af16c10,dry clay,746,745,raise warm-cup shelf progress marker,15,16,-1 dry clay; +1 marker,True,True,True,True
238,14,session-003,glass_harbor,Sera,768a4d2ad8,net fiber,745,743,relight public lamp progress marker,14,15,-2 net fiber; +1 marker,True,True,True,True
239,14,session-003,cinder_garden,Juno,2b1e35e8a1,seed ink,746,745,sort ember fruit progress marker,14,15,-1 seed ink; +1 marker,True,True,True,True
240,14,session-003,lichen_bridge,Luma,450c18baea,rope fiber,745,744,mark signal bell progress marker,14,15,-1 rope fiber; +1 marker,True,True,True,True
241,14,session-003,orchid_engine,Dax,363676d602,gear cloth,746,745,stabilize steam kettle progress marker,12,13,-1 gear cloth; +1 marker,True,True,True,True
242,14,session-003,moss_ward,Tala,572744cec7,moss cord,744,743,drain rain path progress marker,12,13,-1 moss cord; +1 marker,True,True,True,True
243,14,session-003,glass_harbor,Nia,2c46e6f05e,salt chalk,748,746,mend fog net progress marker,13,15,-2 salt chalk; +2 marker,True,True,True,True
244,14,session-003,cinder_garden,Pax,1e5830ef22,shade reed,747,746,cool ash path progress marker,14,15,-1 shade reed; +1 marker,True,True,True,True
245,14,session-003,lichen_bridge,Rin,9611f49c07,bell tin,747,746,repair meal ledger progress marker,14,15,-1 bell tin; +1 marker,True,True,True,True
246,14,session-003,orchid_engine,Eli,a3b8dc6d55,orchid oil,745,744,listen to valve pulse progress marker,15,16,-1 orchid oil; +1 marker,True,True,True,True
247,14,session-003,moss_ward,Ari,2378d81ec8,charcoal mark,746,745,patch blanket loom progress marker,13,14,-1 charcoal mark; +1 marker,True,True,True,True
248,14,session-003,glass_harbor,Oren,d2b7153668,lamp oil,745,744,seal fog catcher progress marker,12,13,-1 lamp oil; +1 marker,True,True,True,True
249,14,session-003,cinder_garden,Vale,b4da23a954,ember basket,746,745,repair seed calendar progress marker,12,13,-1 ember basket; +1 marker,True,True,True,True
250,14,session-003,lichen_bridge,Sol,85cb036eb5,meal token,745,743,test rope bridge progress marker,13,15,-2 meal token; +2 marker,True,True,True,True
251,14,session-003,orchid_engine,Bea,3935fa5efe,steam seal,747,746,clean gear wash progress marker,14,15,-1 steam seal; +1 marker,True,True,True,True
252,15,session-003,glass_harbor,Nia,7d03d3d3f1,salt chalk,746,745,seal fog catcher progress marker,13,14,-1 salt chalk; +1 marker,True,True,True,True
253,15,session-003,cinder_garden,Pax,2ac4db2919,shade reed,746,744,repair seed calendar progress marker,13,15,-2 shade reed; +2 marker,True,True,True,True
254,15,session-003,lichen_bridge,Rin,b522b59c7e,bell tin,746,745,test rope bridge progress marker,15,16,-1 bell tin; +1 marker,True,True,True,True
255,15,session-003,orchid_engine,Eli,e4ebf8a5c3,orchid oil,744,742,clean gear wash progress marker,15,16,-2 orchid oil; +1 marker,True,True,True,True
256,15,session-003,moss_ward,Ari,acb2c21249,charcoal mark,745,744,copy root ledger progress marker,15,16,-1 charcoal mark; +1 marker,True,True,True,True
257,15,session-003,glass_harbor,Oren,65ab173ea1,lamp oil,744,743,mark crossing rope progress marker,15,16,-1 lamp oil; +1 marker,True,True,True,True
258,15,session-003,cinder_garden,Vale,7525471538,ember basket,745,744,shade seed rows progress marker,13,14,-1 ember basket; +1 marker,True,True,True,True
259,15,session-003,lichen_bridge,Sol,032f2286f3,meal token,743,742,weave spare rope progress marker,13,14,-1 meal token; +1 marker,True,True,True,True
260,15,session-003,orchid_engine,Bea,a0d3597080,steam seal,746,744,tend orchid lamp progress marker,14,16,-2 steam seal; +2 marker,True,True,True,True
261,15,session-003,moss_ward,Fay,72cfe9f03b,reed bundle,745,744,raise warm-cup shelf progress marker,16,17,-1 reed bundle; +1 marker,True,True,True,True
262,15,session-003,glass_harbor,Puck,d99abac1ce,glass bead,746,745,relight public lamp progress marker,15,16,-1 glass bead; +1 marker,True,True,True,True
263,15,session-003,cinder_garden,Wren,efccb1106a,cool stone,745,744,sort ember fruit progress marker,15,16,-1 cool stone; +1 marker,True,True,True,True
264,15,session-003,lichen_bridge,Kio,096f63fbc9,lichen glue,746,745,mark signal bell progress marker,15,16,-1 lichen glue; +1 marker,True,True,True,True
265,15,session-003,orchid_engine,Cai,7b17b6bca2,valve grease,745,744,stabilize steam kettle progress marker,13,14,-1 valve grease; +1 marker,True,True,True,True
266,15,session-003,moss_ward,Milo,42164b006a,dry clay,745,744,drain rain path progress marker,13,14,-1 dry clay; +1 marker,True,True,True,True
267,15,session-003,glass_harbor,Sera,b557cb5ab1,net fiber,743,741,mend fog net progress marker,15,17,-2 net fiber; +2 marker,True,True,True,True
268,15,session-003,cinder_garden,Juno,f754fc777c,seed ink,745,744,cool ash path progress marker,15,16,-1 seed ink; +1 marker,True,True,True,True
269,15,session-003,lichen_bridge,Luma,7017cc792d,rope fiber,744,743,repair meal ledger progress marker,15,16,-1 rope fiber; +1 marker,True,True,True,True
270,16,session-003,moss_ward,Fay,9c82c8d116,reed bundle,744,742,drain rain path progress marker,14,16,-2 reed bundle; +2 marker,True,True,True,True
271,16,session-003,glass_harbor,Puck,4a73f95e3d,glass bead,745,744,mend fog net progress marker,17,18,-1 glass bead; +1 marker,True,True,True,True
272,16,session-003,cinder_garden,Wren,9ee5bba78b,cool stone,744,742,cool ash path progress marker,16,17,-2 cool stone; +1 marker,True,True,True,True
273,16,session-003,lichen_bridge,Kio,1356a31e8d,lichen glue,745,744,repair meal ledger progress marker,16,17,-1 lichen glue; +1 marker,True,True,True,True
274,16,session-003,orchid_engine,Cai,aa06bc447d,valve grease,744,743,listen to valve pulse progress marker,16,17,-1 valve grease; +1 marker,True,True,True,True
275,16,session-003,moss_ward,Milo,214b5191fa,dry clay,744,743,patch blanket loom progress marker,14,15,-1 dry clay; +1 marker,True,True,True,True
276,16,session-003,glass_harbor,Sera,35df557118,net fiber,741,740,seal fog catcher progress marker,14,15,-1 net fiber; +1 marker,True,True,True,True
277,16,session-003,cinder_garden,Juno,a3cdbd8180,seed ink,744,742,repair seed calendar progress marker,15,17,-2 seed ink; +2 marker,True,True,True,True
278,16,session-003,lichen_bridge,Luma,a72c4caf94,rope fiber,743,742,test rope bridge progress marker,16,17,-1 rope fiber; +1 marker,True,True,True,True
279,16,session-003,orchid_engine,Dax,e5be4a3317,gear cloth,745,744,clean gear wash progress marker,16,17,-1 gear cloth; +1 marker,True,True,True,True
280,16,session-003,moss_ward,Tala,ab7eb655b8,moss cord,743,742,copy root ledger progress marker,16,17,-1 moss cord; +1 marker,True,True,True,True
281,16,session-003,glass_harbor,Nia,35100ce116,salt chalk,745,744,mark crossing rope progress marker,16,17,-1 salt chalk; +1 marker,True,True,True,True
282,16,session-003,cinder_garden,Pax,cfb8cd3fed,shade reed,744,743,shade seed rows progress marker,14,15,-1 shade reed; +1 marker,True,True,True,True
283,16,session-003,lichen_bridge,Rin,d21d02a5bc,bell tin,745,744,weave spare rope progress marker,14,15,-1 bell tin; +1 marker,True,True,True,True
284,16,session-003,orchid_engine,Eli,3f711d3e3b,orchid oil,742,740,tend orchid lamp progress marker,16,18,-2 orchid oil; +2 marker,True,True,True,True
285,16,session-003,moss_ward,Ari,808faa30ed,charcoal mark,744,743,raise warm-cup shelf progress marker,17,18,-1 charcoal mark; +1 marker,True,True,True,True
286,16,session-003,glass_harbor,Oren,f949aa8fd3,lamp oil,743,742,relight public lamp progress marker,16,17,-1 lamp oil; +1 marker,True,True,True,True
287,16,session-003,cinder_garden,Vale,6b0dbec2ed,ember basket,744,743,sort ember fruit progress marker,16,17,-1 ember basket; +1 marker,True,True,True,True
288,17,session-003,orchid_engine,Dax,8d36ca6708,gear cloth,744,743,tend orchid lamp progress marker,18,19,-1 gear cloth; +1 marker,True,True,True,True
289,17,session-003,moss_ward,Tala,690cd7241e,moss cord,742,740,raise warm-cup shelf progress marker,18,19,-2 moss cord; +1 marker,True,True,True,True
290,17,session-003,glass_harbor,Nia,24a6670b6c,salt chalk,744,743,relight public lamp progress marker,17,18,-1 salt chalk; +1 marker,True,True,True,True
291,17,session-003,cinder_garden,Pax,9dfff354ca,shade reed,743,742,sort ember fruit progress marker,17,18,-1 shade reed; +1 marker,True,True,True,True
292,17,session-003,lichen_bridge,Rin,48fc2b7680,bell tin,744,743,mark signal bell progress marker,16,17,-1 bell tin; +1 marker,True,True,True,True
293,17,session-003,orchid_engine,Eli,86759406ca,orchid oil,740,739,stabilize steam kettle progress marker,14,15,-1 orchid oil; +1 marker,True,True,True,True
294,17,session-003,moss_ward,Ari,da0f22a6f5,charcoal mark,743,741,drain rain path progress marker,16,18,-2 charcoal mark; +2 marker,True,True,True,True
295,17,session-003,glass_harbor,Oren,9f03b2f23d,lamp oil,742,741,mend fog net progress marker,18,19,-1 lamp oil; +1 marker,True,True,True,True
296,17,session-003,cinder_garden,Vale,58b08d67ce,ember basket,743,742,cool ash path progress marker,17,18,-1 ember basket; +1 marker,True,True,True,True
297,17,session-003,lichen_bridge,Sol,6a6945c048,meal token,742,741,repair meal ledger progress marker,17,18,-1 meal token; +1 marker,True,True,True,True
298,17,session-003,orchid_engine,Bea,1a39418cc8,steam seal,744,743,listen to valve pulse progress marker,17,18,-1 steam seal; +1 marker,True,True,True,True
299,17,session-003,moss_ward,Fay,cbe617b6af,reed bundle,742,741,patch blanket loom progress marker,15,16,-1 reed bundle; +1 marker,True,True,True,True
