tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_animation
894,75,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
895,75,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
896,75,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
897,75,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
898,75,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,route-board reach,animation-pulse,True
899,75,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,ambient-rate,True
900,76,riverbend_roofward,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
901,76,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
902,76,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
903,76,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
904,76,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
905,76,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
906,76,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
907,76,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
908,76,archive_signal,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
909,76,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
910,76,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
911,76,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
912,77,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,flower-node,True
913,77,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
914,77,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
915,77,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,animation-pulse,True
916,77,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,flower-node,True
917,77,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
918,77,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
919,77,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
920,77,archive_signal,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,open forward lean,flower-node,True
921,77,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
922,77,orchard_riverbend,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,guarded crossed arms,animation-pulse,True
923,77,central_repair_ring,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,ambient-rate,True
924,78,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
925,78,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
926,78,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
927,78,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
928,78,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
929,78,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
930,78,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
931,78,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,careful pointing,animation-pulse,True
932,78,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,flower-node,True
933,78,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
934,78,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
935,78,riverbend_roofward,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
936,79,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
937,79,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
938,79,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
939,79,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
940,79,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,flower-node,True
941,79,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
942,79,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
943,79,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
944,79,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,listening tilt,flower-node,True
945,79,orchard_riverbend,idle route poses,map room hum,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
946,79,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,listening tilt,animation-pulse,True
947,79,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
948,80,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
949,80,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
950,80,signal_orchard,idle route poses,map room hum,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
951,80,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
952,80,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,flower-node,True
953,80,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,ambient-rate,True
954,80,roofward_archive,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,careful pointing,animation-pulse,True
955,80,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,route-board reach,animation-pulse,True
956,80,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,route-board reach,flower-node,True
957,80,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
958,80,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,route-board reach,animation-pulse,True
959,80,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,careful pointing,ambient-rate,True
960,81,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,careful pointing,flower-node,True
961,81,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
962,81,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
963,81,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
964,81,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,flower-node,True
965,81,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
966,81,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
967,81,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
968,81,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,open forward lean,flower-node,True
969,81,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
970,81,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,animation-pulse,True
971,81,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,animation-pulse,True
972,82,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
973,82,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
974,82,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
975,82,orchard_riverbend,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
976,82,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,flower-node,True
977,82,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
978,82,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
979,82,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
980,82,signal_orchard,idle route poses,map room hum,oil paper,cool shared-session air,dry floor,guarded crossed arms,flower-node,True
981,82,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
982,82,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,guarded crossed arms,animation-pulse,True
983,82,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
984,83,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
985,83,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
986,83,signal_orchard,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
987,83,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,open forward lean,animation-pulse,True
988,83,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,flower-node,True
989,83,riverbend_roofward,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,relieved reset stance,ambient-rate,True
990,83,roofward_archive,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
991,83,archive_signal,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
992,83,signal_orchard,idle route poses,gesture cloth shift,oil paper,cool shared-session air,dry floor,relieved reset stance,flower-node,True
993,83,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,open forward lean,animation-pulse,True
994,83,central_repair_ring,animated dialogue keyframes,gesture cloth shift,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
995,83,riverbend_roofward,idle route poses,map room hum,wet wood,cool shared-session air,damp route cue,relieved reset stance,animation-pulse,True
996,84,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,flower-node,True
997,84,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
998,84,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
999,84,central_repair_ring,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,relieved reset stance,animation-pulse,True
1000,84,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,flower-node,True
1001,84,roofward_archive,idle route poses,gesture cloth shift,warm wire,warm dialogue room,dry floor,open forward lean,ambient-rate,True
1002,84,archive_signal,idle route poses,gesture cloth shift,oil paper,warm dialogue room,dry floor,open forward lean,animation-pulse,True
1003,84,signal_orchard,animated dialogue keyframes,gesture cloth shift,oil paper,warm dialogue room,dry floor,listening tilt,animation-pulse,True
1004,84,orchard_riverbend,idle route poses,gesture cloth shift,wet wood,cool shared-session air,damp route cue,listening tilt,flower-node,True
1005,84,central_repair_ring,idle route poses,map room hum,warm wire,warm dialogue room,dry floor,relieved reset stance,animation-pulse,True
1006,84,riverbend_roofward,animated dialogue keyframes,gesture cloth shift,wet wood,warm dialogue room,damp route cue,listening tilt,animation-pulse,True
1007,84,roofward_archive,idle route poses,gesture cloth shift,warm wire,cool shared-session air,dry floor,open forward lean,animation-pulse,True
