tick,day,lineage,agent,public_state,avatar_state,sleep_panel,rehearsal_panel,reentry_panel,welfare_panel,sensory_marker,private_trace_visible,local_storage_key,trace_integrity_token
232,39,Ledgerline,Nari,day 39: Nari recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.34; flower=26.7,False,ssrm251_browser_world_v11_sleep_reentry,4c9509d743e2c9eb50
233,39,Orchardline,Ori,day 39: Ori recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.34; flower=37.2,False,ssrm251_browser_world_v11_sleep_reentry,3b0c281e8cf876d573
234,39,Rainline,Vonn,day 39: Vonn recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.34; flower=28.5,False,ssrm251_browser_world_v11_sleep_reentry,88f51c817909357d72
235,40,Hearthline,Sova,day 40: Sova recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.37; flower=171.9,False,ssrm251_browser_world_v11_sleep_reentry,ea52e662207112732a
236,40,Routeline,Keth,day 40: Keth recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.37; flower=167.6,False,ssrm251_browser_world_v11_sleep_reentry,8c4434e7f2dcf4743d
237,40,Marketline,Melo,day 40: Melo recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.37; flower=176.9,False,ssrm251_browser_world_v11_sleep_reentry,5d495103aa291c9052
238,40,Ledgerline,Nari,day 40: Nari recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.37; flower=164.2,False,ssrm251_browser_world_v11_sleep_reentry,2701afabb8c42ea2bb
239,40,Orchardline,Ori,day 40: Ori recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.37; flower=174.7,False,ssrm251_browser_world_v11_sleep_reentry,6a3d0d61cf73e8f189
240,40,Rainline,Vonn,day 40: Vonn recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.37; flower=166.0,False,ssrm251_browser_world_v11_sleep_reentry,47fdd80789cfae7417
241,41,Hearthline,Sova,day 41: Sova recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.40; flower=309.4,False,ssrm251_browser_world_v11_sleep_reentry,f6b0a792799b7aa19f
242,41,Routeline,Keth,day 41: Keth recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.40; flower=305.1,False,ssrm251_browser_world_v11_sleep_reentry,9db9d2ee4f592e3673
243,41,Marketline,Melo,day 41: Melo recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.40; flower=314.4,False,ssrm251_browser_world_v11_sleep_reentry,1f6442c4ea316e0ef7
244,41,Ledgerline,Nari,day 41: Nari recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.40; flower=301.7,False,ssrm251_browser_world_v11_sleep_reentry,f4f2285f3ddcd24f00
245,41,Orchardline,Ori,day 41: Ori recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.40; flower=312.2,False,ssrm251_browser_world_v11_sleep_reentry,4d8f7c0d64aa7639b6
246,41,Rainline,Vonn,day 41: Vonn recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.40; flower=303.5,False,ssrm251_browser_world_v11_sleep_reentry,7eeba513ee1375f715
247,42,Hearthline,Sova,day 42: Sova steady; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Sova wakes steady; interruptions=2; avatar=reentry.,"Sova rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Sova sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=86.9,False,ssrm251_browser_world_v11_sleep_reentry,2e7e74d904bbd303d1
248,42,Routeline,Keth,day 42: Keth recovered; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Keth wakes recovered; interruptions=1; avatar=reentry.,"Keth rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Keth sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=82.6,False,ssrm251_browser_world_v11_sleep_reentry,1a44f09370a5181805
249,42,Marketline,Melo,day 42: Melo recovered; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Melo wakes recovered; interruptions=1; avatar=reentry.,"Melo rehearsed a public plan, not private workspace content.",asks for another day before full task access,Melo sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=91.9,False,ssrm251_browser_world_v11_sleep_reentry,584dac5e03e4f16ff1
250,42,Ledgerline,Nari,day 42: Nari steady; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Nari wakes steady; interruptions=2; avatar=reentry.,"Nari rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Nari sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=79.2,False,ssrm251_browser_world_v11_sleep_reentry,ec05aa21a76f584263
251,42,Orchardline,Ori,day 42: Ori recovered; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Ori wakes recovered; interruptions=1; avatar=reentry.,"Ori rehearsed a public plan, not private workspace content.",asks for another day before full task access,Ori sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=89.7,False,ssrm251_browser_world_v11_sleep_reentry,16aa13cf5bf547b77d
252,42,Rainline,Vonn,day 42: Vonn recovered; avatar=reentry; weather=storm edge,avatar re-enters through public summary,Vonn wakes recovered; interruptions=1; avatar=reentry.,"Vonn rehearsed a public plan, not private workspace content.",accepts public summary and reopens routine,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=81.0,False,ssrm251_browser_world_v11_sleep_reentry,810d4f5c160946e325
253,43,Hearthline,Sova,day 43: Sova recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=0; avatar=present_passive.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=224.4,False,ssrm251_browser_world_v11_sleep_reentry,ad18afb2b1ca27e9bc
254,43,Routeline,Keth,day 43: Keth recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=0; avatar=present_passive.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=220.1,False,ssrm251_browser_world_v11_sleep_reentry,5688e0e430dabec7dc
255,43,Marketline,Melo,day 43: Melo recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=0; avatar=present_passive.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=229.4,False,ssrm251_browser_world_v11_sleep_reentry,ab4f06962b4eb9e958
256,43,Ledgerline,Nari,day 43: Nari recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=0; avatar=present_passive.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=216.7,False,ssrm251_browser_world_v11_sleep_reentry,3a54899e452636ee08
257,43,Orchardline,Ori,day 43: Ori recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=0; avatar=present_passive.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=227.2,False,ssrm251_browser_world_v11_sleep_reentry,f506231448bf26daa7
258,43,Rainline,Vonn,day 43: Vonn recovered; avatar=present_passive; weather=clear cold,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=0; avatar=present_passive.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=218.6,False,ssrm251_browser_world_v11_sleep_reentry,f90399318fc3252a7d
259,44,Hearthline,Sova,day 44: Sova recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Sova wakes recovered; interruptions=1; avatar=present_passive.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.16; flower=2.0,False,ssrm251_browser_world_v11_sleep_reentry,83735198a2af51649d
260,44,Routeline,Keth,day 44: Keth recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Keth wakes recovered; interruptions=1; avatar=present_passive.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.16; flower=357.6,False,ssrm251_browser_world_v11_sleep_reentry,e30ce183b5e0d24084
261,44,Marketline,Melo,day 44: Melo recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Melo wakes recovered; interruptions=1; avatar=present_passive.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.16; flower=6.9,False,ssrm251_browser_world_v11_sleep_reentry,64522613bc7f42b8d5
262,44,Ledgerline,Nari,day 44: Nari recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Nari wakes recovered; interruptions=1; avatar=present_passive.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.16; flower=354.2,False,ssrm251_browser_world_v11_sleep_reentry,9da97ec215cefdc15b
263,44,Orchardline,Ori,day 44: Ori recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Ori wakes recovered; interruptions=1; avatar=present_passive.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.16; flower=4.7,False,ssrm251_browser_world_v11_sleep_reentry,b615f5a7adb47066aa
264,44,Rainline,Vonn,day 44: Vonn recovered; avatar=present_passive; weather=wet wind,avatar present/passive; sleep routines remain agent-led,Vonn wakes recovered; interruptions=1; avatar=present_passive.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.16; flower=356.1,False,ssrm251_browser_world_v11_sleep_reentry,5a46463a6f5d3feb42
265,45,Hearthline,Sova,day 45: Sova recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.19; flower=139.5,False,ssrm251_browser_world_v11_sleep_reentry,aefec9e0a740d7c8fe
266,45,Routeline,Keth,day 45: Keth recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.19; flower=135.1,False,ssrm251_browser_world_v11_sleep_reentry,dae58e5d2b06180df3
267,45,Marketline,Melo,day 45: Melo recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.19; flower=144.4,False,ssrm251_browser_world_v11_sleep_reentry,c2da0ef6c4d31acca5
268,45,Ledgerline,Nari,day 45: Nari recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.19; flower=131.7,False,ssrm251_browser_world_v11_sleep_reentry,863555aaa11f0a882e
269,45,Orchardline,Ori,day 45: Ori recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.19; flower=142.2,False,ssrm251_browser_world_v11_sleep_reentry,9138ccc9eac8fca885
270,45,Rainline,Vonn,day 45: Vonn recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.19; flower=133.6,False,ssrm251_browser_world_v11_sleep_reentry,b99e809e3169aedbc6
271,46,Hearthline,Sova,day 46: Sova recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.22; flower=277.0,False,ssrm251_browser_world_v11_sleep_reentry,33249f45447114fa06
272,46,Routeline,Keth,day 46: Keth recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.22; flower=272.6,False,ssrm251_browser_world_v11_sleep_reentry,8e8ef66238627f06f7
273,46,Marketline,Melo,day 46: Melo recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.22; flower=281.9,False,ssrm251_browser_world_v11_sleep_reentry,c234162010ac3f3913
274,46,Ledgerline,Nari,day 46: Nari recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.22; flower=269.2,False,ssrm251_browser_world_v11_sleep_reentry,c4231a1012b6c7867d
275,46,Orchardline,Ori,day 46: Ori recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.22; flower=279.8,False,ssrm251_browser_world_v11_sleep_reentry,cfbe80b65b6f88cfa9
276,46,Rainline,Vonn,day 46: Vonn recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.22; flower=271.1,False,ssrm251_browser_world_v11_sleep_reentry,5a34ee435b9f4a5385
277,47,Hearthline,Sova,day 47: Sova recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.25; flower=54.5,False,ssrm251_browser_world_v11_sleep_reentry,1dc553a7f852f0a357
278,47,Routeline,Keth,day 47: Keth recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.25; flower=50.1,False,ssrm251_browser_world_v11_sleep_reentry,03295578a8363ddb5c
279,47,Marketline,Melo,day 47: Melo recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.25; flower=59.4,False,ssrm251_browser_world_v11_sleep_reentry,ef84c82306de913a6b
280,47,Ledgerline,Nari,day 47: Nari recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.25; flower=46.7,False,ssrm251_browser_world_v11_sleep_reentry,b97153fecf26e74475
281,47,Orchardline,Ori,day 47: Ori recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.25; flower=57.3,False,ssrm251_browser_world_v11_sleep_reentry,88ccc7b11b0e4ea7fe
282,47,Rainline,Vonn,day 47: Vonn recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.25; flower=48.6,False,ssrm251_browser_world_v11_sleep_reentry,e78528431a05b15714
283,48,Hearthline,Sova,day 48: Sova recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.28; flower=192.0,False,ssrm251_browser_world_v11_sleep_reentry,21550e01082d1f5b7c
284,48,Routeline,Keth,day 48: Keth recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.28; flower=187.6,False,ssrm251_browser_world_v11_sleep_reentry,1fa63e0896e7afe4c0
285,48,Marketline,Melo,day 48: Melo recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.28; flower=196.9,False,ssrm251_browser_world_v11_sleep_reentry,431a04a531739609f8
286,48,Ledgerline,Nari,day 48: Nari recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.28; flower=184.2,False,ssrm251_browser_world_v11_sleep_reentry,2c40d2a6f0e6d325c4
287,48,Orchardline,Ori,day 48: Ori recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.28; flower=194.8,False,ssrm251_browser_world_v11_sleep_reentry,2b7a713bc233a57e25
288,48,Rainline,Vonn,day 48: Vonn recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.28; flower=186.1,False,ssrm251_browser_world_v11_sleep_reentry,753e1b27d7716df27b
289,49,Hearthline,Sova,day 49: Sova recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.31; flower=329.5,False,ssrm251_browser_world_v11_sleep_reentry,e281992bee803d5b00
