tick_id,day,settlement_id,resident_id,public_summary,memory_delta,continuity_before,continuity_after,history_hash_before,history_hash_after,private_workspace_sealed,no_private_memory_dump,no_llm_call,memory_safe
144,9,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
145,9,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
146,9,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.694,0.708,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
147,9,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.682,0.696,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
148,9,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.702,0.71,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
149,9,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.714,0.722,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
150,9,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.674,0.682,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
151,9,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.68,0.688,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
152,9,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.708,0.722,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
153,9,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.69,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
154,9,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.68,0.688,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
155,9,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.686,0.694,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
156,9,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
157,9,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.702,0.71,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
158,9,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.68,0.694,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
159,9,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.674,0.688,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
160,9,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.702,0.71,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
161,9,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
162,10,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.71,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
163,10,lichen_bridge,Luma,Luma heard 'I ask bell custom' and answered 'rope has tension',phrase repair remembered,0.722,0.736,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
164,10,orchid_engine,Dax,Dax heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.682,0.696,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
165,10,moss_ward,Tala,Tala heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.688,0.696,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
166,10,glass_harbor,Nia,Nia heard 'I need translation' and answered 'repeat with bell',bounded turn remembered,0.722,0.73,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
167,10,cinder_garden,Pax,Pax heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.704,0.712,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
168,10,lichen_bridge,Rin,Rin heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.688,0.696,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
169,10,orchid_engine,Eli,Eli heard 'I offer gear cloth' and answered 'gear lane open',phrase repair remembered,0.694,0.708,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
170,10,moss_ward,Ari,Ari heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.704,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
171,10,glass_harbor,Oren,Oren heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.71,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
172,10,cinder_garden,Vale,Vale heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.694,0.702,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
173,10,lichen_bridge,Sol,Sol heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.688,0.696,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
174,10,orchid_engine,Bea,Bea heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.71,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
175,10,moss_ward,Fay,Fay heard 'I do not touch' and answered 'trade can wait',phrase repair remembered,0.704,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
176,10,glass_harbor,Puck,Puck heard 'I need translation' and answered 'repeat with bell',phrase repair remembered,0.688,0.702,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
177,10,cinder_garden,Wren,Wren heard 'I bow to shade' and answered 'shade cloth first',phrase repair remembered,0.7,0.708,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
178,10,lichen_bridge,Kio,Kio heard 'I ask bell custom' and answered 'rope has tension',bounded turn remembered,0.704,0.712,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
179,10,orchid_engine,Cai,Cai heard 'I offer gear cloth' and answered 'gear lane open',bounded turn remembered,0.704,0.712,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
180,11,glass_harbor,Nia,Nia heard 'I ask net owner' and answered 'lamp stays bright',phrase repair remembered,0.73,0.744,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
181,11,cinder_garden,Pax,Pax heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.712,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
182,11,lichen_bridge,Rin,Rin heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
183,11,orchid_engine,Eli,Eli heard 'I need translation' and answered 'say it with palms',bounded turn remembered,0.708,0.716,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
184,11,moss_ward,Ari,Ari heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
185,11,glass_harbor,Oren,Oren heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
186,11,cinder_garden,Vale,Vale heard 'I offer cool stone' and answered 'cool hand means wait',phrase repair remembered,0.702,0.716,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
187,11,lichen_bridge,Sol,Sol heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.696,0.71,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
188,11,orchid_engine,Bea,Bea heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
189,11,moss_ward,Fay,Fay heard 'I wait' and answered 'warm cup first',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
190,11,glass_harbor,Puck,Puck heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.702,0.71,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
191,11,cinder_garden,Wren,Wren heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.708,0.716,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
192,11,lichen_bridge,Kio,Kio heard 'I do not step on rope' and answered 'bell has keeper',phrase repair remembered,0.712,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
193,11,orchid_engine,Cai,Cai heard 'I need translation' and answered 'say it with palms',phrase repair remembered,0.712,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
194,11,moss_ward,Milo,Milo heard 'I wait' and answered 'warm cup first',phrase repair remembered,0.708,0.716,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
195,11,glass_harbor,Sera,Sera heard 'I ask net owner' and answered 'lamp stays bright',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
196,11,cinder_garden,Juno,Juno heard 'I offer cool stone' and answered 'cool hand means wait',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
197,11,lichen_bridge,Luma,Luma heard 'I do not step on rope' and answered 'bell has keeper',bounded turn remembered,0.736,0.744,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
198,12,moss_ward,Ari,Ari heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.726,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
199,12,glass_harbor,Oren,Oren heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.726,0.734,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
200,12,cinder_garden,Vale,Vale heard 'I need translation' and answered 'repeat without hurry',bounded turn remembered,0.716,0.724,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
201,12,lichen_bridge,Sol,Sol heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.71,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
202,12,orchid_engine,Bea,Bea heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.726,0.734,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
203,12,moss_ward,Fay,Fay heard 'I offer trade' and answered 'blanket path clear',phrase repair remembered,0.726,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
204,12,glass_harbor,Puck,Puck heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.71,0.724,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
205,12,cinder_garden,Wren,Wren heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.716,0.724,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
206,12,lichen_bridge,Kio,Kio heard 'I touch rope post' and answered 'signal hush first',bounded turn remembered,0.726,0.734,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
207,12,orchid_engine,Cai,Cai heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.726,0.734,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
208,12,moss_ward,Milo,Milo heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.716,0.724,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
209,12,glass_harbor,Sera,Sera heard 'I do not dim lamp' and answered 'fog catcher closed',phrase repair remembered,0.704,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
210,12,cinder_garden,Juno,Juno heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.726,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
211,12,lichen_bridge,Luma,Luma heard 'I touch rope post' and answered 'signal hush first',phrase repair remembered,0.744,0.752,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
212,12,orchid_engine,Dax,Dax heard 'I ask valve custom' and answered 'orchid lamp rests',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
213,12,moss_ward,Tala,Tala heard 'I offer trade' and answered 'blanket path clear',bounded turn remembered,0.696,0.704,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
214,12,glass_harbor,Nia,Nia heard 'I do not dim lamp' and answered 'fog catcher closed',bounded turn remembered,0.744,0.752,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
215,12,cinder_garden,Pax,Pax heard 'I need translation' and answered 'repeat without hurry',phrase repair remembered,0.726,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
216,13,orchid_engine,Bea,Bea heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.734,0.742,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
217,13,moss_ward,Fay,Fay heard 'I need translation' and answered 'speak slower',bounded turn remembered,0.74,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
218,13,glass_harbor,Puck,Puck heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.724,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
219,13,cinder_garden,Wren,Wren heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.724,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
220,13,lichen_bridge,Kio,Kio heard 'I offer rope help' and answered 'meal room welcomes',phrase repair remembered,0.734,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
221,13,orchid_engine,Cai,Cai heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.734,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
222,13,moss_ward,Milo,Milo heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.724,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
223,13,glass_harbor,Sera,Sera heard 'I wait by lamp' and answered 'tea before crossing',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
224,13,cinder_garden,Juno,Juno heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.74,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
225,13,lichen_bridge,Luma,Luma heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.752,0.76,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
226,13,orchid_engine,Dax,Dax heard 'I do not turn key' and answered 'cup before engine',phrase repair remembered,0.704,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
227,13,moss_ward,Tala,Tala heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.704,0.718,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
228,13,glass_harbor,Nia,Nia heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.752,0.76,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
229,13,cinder_garden,Pax,Pax heard 'I ask seed path' and answered 'seed rows sleep',bounded turn remembered,0.74,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
230,13,lichen_bridge,Rin,Rin heard 'I offer rope help' and answered 'meal room welcomes',bounded turn remembered,0.704,0.712,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
231,13,orchid_engine,Eli,Eli heard 'I do not turn key' and answered 'cup before engine',bounded turn remembered,0.716,0.724,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
232,13,moss_ward,Ari,Ari heard 'I need translation' and answered 'speak slower',phrase repair remembered,0.74,0.754,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
233,13,glass_harbor,Oren,Oren heard 'I wait by lamp' and answered 'tea before crossing',phrase repair remembered,0.734,0.748,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
234,14,lichen_bridge,Kio,Kio heard 'I need translation' and answered 'gesture again',bounded turn remembered,0.748,0.756,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
235,14,orchid_engine,Cai,Cai heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.748,0.756,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
236,14,moss_ward,Milo,Milo heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.732,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
237,14,glass_harbor,Sera,Sera heard 'I offer salt token' and answered 'net has keeper',phrase repair remembered,0.726,0.74,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
238,14,cinder_garden,Juno,Juno heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.748,0.762,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
239,14,lichen_bridge,Luma,Luma heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.76,0.768,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
240,14,orchid_engine,Dax,Dax heard 'I wait outside ring' and answered 'valve listener first',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
241,14,moss_ward,Tala,Tala heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.718,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
242,14,glass_harbor,Nia,Nia heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.76,0.768,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
243,14,cinder_garden,Pax,Pax heard 'I do not cross rows' and answered 'ash path open',phrase repair remembered,0.748,0.762,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
244,14,lichen_bridge,Rin,Rin heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.712,0.726,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
245,14,orchid_engine,Eli,Eli heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.724,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
246,14,moss_ward,Ari,Ari heard 'I ask rain custom' and answered 'rain clay is named',bounded turn remembered,0.754,0.762,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
247,14,glass_harbor,Oren,Oren heard 'I offer salt token' and answered 'net has keeper',bounded turn remembered,0.748,0.756,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
248,14,cinder_garden,Vale,Vale heard 'I do not cross rows' and answered 'ash path open',bounded turn remembered,0.724,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
249,14,lichen_bridge,Sol,Sol heard 'I need translation' and answered 'gesture again',phrase repair remembered,0.718,0.732,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
250,14,orchid_engine,Bea,Bea heard 'I wait outside ring' and answered 'valve listener first',phrase repair remembered,0.742,0.756,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
251,14,moss_ward,Fay,Fay heard 'I ask rain custom' and answered 'rain clay is named',phrase repair remembered,0.748,0.756,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
252,15,cinder_garden,Juno,Juno heard 'I bow to shade' and answered 'shade cloth first',bounded turn remembered,0.762,0.77,3fab5b0e1ed21fb4,3fab5b0e1ed21fb4,True,True,True,True
