tick_id,day,settlement_id,resident_id,object_id,avatar_choice,remembered_debt,remembered_default,prompt,resident_reply,debt_before,debt_after,trust_before,trust_after,choice_visible,choice_affects_state,private_memory_not_dumped
219,13,orchard,Ivo,seed satchel,listen_later,0.31,defaulted,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.31,0.311,0.558,0.558,True,True,True
220,13,repair_ring,Pax,copper wire,offer_return_help,0.246,not due,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.246,0.232,0.615,0.621,True,True,True
222,13,roofward,Bex,shade cloth,listen_later,0.163,defaulted,ask debt status,Bex: The shade cloth debt is remembered by role and witness.,0.163,0.164,0.629,0.629,True,True,True
223,13,archive,Nia,signal spool,offer_return_help,0.276,defaulted,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.276,0.262,0.599,0.605,True,True,True
224,13,signal,Ren,oil lantern,choose_repay,0.229,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.229,0.209,0.609,0.617,True,True,True
225,13,orchard,Pim,dry cord,choose_ignore,0.331,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.331,0.337,0.546,0.543,True,True,True
227,13,riverbend,Ari,cedar plank,choose_repay,0.165,not due,repay remembered object debt,Ari: Repayment lowers the cedar plank debt.,0.165,0.145,0.643,0.651,True,True,True
228,13,roofward,Sera,herb ledger,choose_ignore,0.122,defaulted,ignore remembered debt,Sera: Ignoring the herb ledger debt keeps it on the board.,0.122,0.128,0.611,0.608,True,True,True
231,13,orchard,Ivo,seed satchel,offer_return_help,0.359,defaulted,offer return help,"Ivo: Help with returning seed satchel, not with erasing the debt.",0.359,0.345,0.544,0.55,True,True,True
232,13,repair_ring,Pax,copper wire,choose_repay,0.232,not due,repay remembered object debt,Pax: Repayment lowers the copper wire debt.,0.232,0.212,0.621,0.629,True,True,True
234,14,archive,Toma,memory tag,choose_ignore,0.265,defaulted,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.265,0.271,0.571,0.568,True,True,True
237,14,repair_ring,Juno,copper wire,offer_return_help,0.196,not due,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.196,0.182,0.618,0.624,True,True,True
240,14,archive,Rin,signal spool,offer_return_help,0.295,defaulted,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.295,0.281,0.581,0.587,True,True,True
241,14,signal,Milo,oil lantern,choose_repay,0.226,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.226,0.206,0.572,0.58,True,True,True
242,14,orchard,Mara,dry cord,choose_ignore,0.32,not due,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.32,0.326,0.522,0.519,True,True,True
243,14,repair_ring,Vale,cool cloth,absent,0.3,not due,ask debt status,Vale: The cool cloth debt is remembered by role and witness.,0.3,0.301,0.553,0.553,True,True,True
244,14,riverbend,Nox,cedar plank,choose_repay,0.189,defaulted,repay remembered object debt,Nox: Repayment lowers the cedar plank debt.,0.189,0.169,0.631,0.639,True,True,True
245,14,roofward,Fay,herb ledger,choose_ignore,0.132,defaulted,ignore remembered debt,Fay: Ignoring the herb ledger debt keeps it on the board.,0.132,0.138,0.629,0.626,True,True,True
246,14,archive,Toma,memory tag,absent,0.319,defaulted,ask debt status,Toma: The memory tag debt is remembered by role and witness.,0.319,0.32,0.544,0.544,True,True,True
248,14,orchard,Suf,seed satchel,offer_return_help,0.385,defaulted,offer return help,"Suf: Help with returning seed satchel, not with erasing the debt.",0.385,0.371,0.514,0.52,True,True,True
249,14,repair_ring,Juno,copper wire,choose_repay,0.182,not due,repay remembered object debt,Juno: Repayment lowers the copper wire debt.,0.182,0.162,0.624,0.632,True,True,True
251,14,roofward,Orr,shade cloth,offer_return_help,0.201,defaulted,offer return help,"Orr: Help with returning shade cloth, not with erasing the debt.",0.201,0.187,0.612,0.618,True,True,True
252,15,signal,Ren,wind wrap,absent,0.257,defaulted,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.257,0.258,0.593,0.593,True,True,True
254,15,repair_ring,Wren,copper wire,offer_return_help,0.272,not due,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.272,0.258,0.579,0.585,True,True,True
255,15,riverbend,Ari,binding cord,absent,0.169,defaulted,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.169,0.17,0.639,0.639,True,True,True
257,15,archive,Vell,signal spool,offer_return_help,0.346,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.346,0.332,0.548,0.554,True,True,True
258,15,signal,Oda,oil lantern,choose_repay,0.339,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.339,0.319,0.569,0.577,True,True,True
259,15,orchard,Ivo,dry cord,choose_ignore,0.345,not due,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.345,0.351,0.55,0.547,True,True,True
261,15,riverbend,Cee,cedar plank,choose_repay,0.207,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.207,0.187,0.636,0.644,True,True,True
262,15,roofward,Bex,herb ledger,choose_ignore,0.212,defaulted,ignore remembered debt,Bex: Ignoring the herb ledger debt keeps it on the board.,0.212,0.218,0.605,0.602,True,True,True
264,15,signal,Ren,wind wrap,listen_later,0.258,not due,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.258,0.259,0.593,0.593,True,True,True
265,15,orchard,Pim,seed satchel,offer_return_help,0.337,not due,offer return help,"Pim: Help with returning seed satchel, not with erasing the debt.",0.337,0.323,0.553,0.559,True,True,True
266,15,repair_ring,Wren,copper wire,choose_repay,0.27,not due,repay remembered object debt,Wren: Repayment lowers the copper wire debt.,0.27,0.25,0.579,0.587,True,True,True
267,15,riverbend,Ari,binding cord,listen_later,0.194,defaulted,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.194,0.195,0.627,0.627,True,True,True
268,15,roofward,Sera,shade cloth,offer_return_help,0.224,defaulted,offer return help,"Sera: Help with returning shade cloth, not with erasing the debt.",0.224,0.21,0.57,0.576,True,True,True
269,15,archive,Vell,signal spool,choose_repay,0.38,defaulted,repay remembered object debt,Vell: Repayment lowers the signal spool debt.,0.38,0.36,0.53,0.538,True,True,True
270,16,orchard,Mara,seed satchel,listen_later,0.326,not due,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.326,0.327,0.519,0.519,True,True,True
271,16,repair_ring,Vale,copper wire,offer_return_help,0.313,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.313,0.299,0.557,0.563,True,True,True
273,16,roofward,Fay,shade cloth,listen_later,0.186,defaulted,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.186,0.187,0.602,0.602,True,True,True
274,16,archive,Toma,signal spool,offer_return_help,0.368,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.368,0.354,0.53,0.536,True,True,True
275,16,signal,Kesh,oil lantern,choose_repay,0.323,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.323,0.303,0.529,0.537,True,True,True
276,16,orchard,Suf,dry cord,choose_ignore,0.371,not due,ignore remembered debt,Suf: Ignoring the dry cord debt keeps it on the board.,0.371,0.377,0.52,0.517,True,True,True
278,16,riverbend,Lio,cedar plank,choose_repay,0.267,defaulted,repay remembered object debt,Lio: Repayment lowers the cedar plank debt.,0.267,0.247,0.606,0.614,True,True,True
279,16,roofward,Orr,herb ledger,choose_ignore,0.235,defaulted,ignore remembered debt,Orr: Ignoring the herb ledger debt keeps it on the board.,0.235,0.241,0.594,0.591,True,True,True
282,16,orchard,Mara,seed satchel,offer_return_help,0.327,not due,offer return help,"Mara: Help with returning seed satchel, not with erasing the debt.",0.327,0.313,0.529,0.535,True,True,True
283,16,repair_ring,Vale,copper wire,choose_repay,0.311,defaulted,repay remembered object debt,Vale: Repayment lowers the copper wire debt.,0.311,0.291,0.557,0.565,True,True,True
285,16,roofward,Fay,shade cloth,offer_return_help,0.235,defaulted,offer return help,"Fay: Help with returning shade cloth, not with erasing the debt.",0.235,0.221,0.588,0.594,True,True,True
286,16,archive,Toma,signal spool,choose_repay,0.354,not due,repay remembered object debt,Toma: Repayment lowers the signal spool debt.,0.354,0.334,0.536,0.544,True,True,True
287,16,signal,Kesh,oil lantern,choose_ignore,0.351,defaulted,ignore remembered debt,Kesh: Ignoring the oil lantern debt keeps it on the board.,0.351,0.357,0.513,0.51,True,True,True
288,17,repair_ring,Pax,copper wire,offer_return_help,0.248,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.248,0.234,0.621,0.627,True,True,True
291,17,archive,Nia,signal spool,offer_return_help,0.31,not due,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.31,0.296,0.591,0.597,True,True,True
292,17,signal,Ren,oil lantern,choose_repay,0.307,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.307,0.287,0.569,0.577,True,True,True
293,17,orchard,Pim,dry cord,choose_ignore,0.335,not due,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.335,0.341,0.553,0.55,True,True,True
294,17,repair_ring,Wren,cool cloth,absent,0.274,defaulted,ask debt status,Wren: The cool cloth debt is remembered by role and witness.,0.274,0.275,0.575,0.575,True,True,True
295,17,riverbend,Ari,cedar plank,choose_repay,0.243,defaulted,repay remembered object debt,Ari: Repayment lowers the cedar plank debt.,0.243,0.223,0.603,0.611,True,True,True
296,17,roofward,Sera,herb ledger,choose_ignore,0.258,defaulted,ignore remembered debt,Sera: Ignoring the herb ledger debt keeps it on the board.,0.258,0.264,0.552,0.549,True,True,True
297,17,archive,Vell,memory tag,absent,0.36,not due,ask debt status,Vell: The memory tag debt is remembered by role and witness.,0.36,0.361,0.538,0.538,True,True,True
299,17,orchard,Ivo,seed satchel,offer_return_help,0.363,not due,offer return help,"Ivo: Help with returning seed satchel, not with erasing the debt.",0.363,0.349,0.551,0.557,True,True,True
300,17,repair_ring,Pax,copper wire,choose_repay,0.258,defaulted,repay remembered object debt,Pax: Repayment lowers the copper wire debt.,0.258,0.238,0.615,0.623,True,True,True
302,17,roofward,Bex,shade cloth,offer_return_help,0.314,defaulted,offer return help,"Bex: Help with returning shade cloth, not with erasing the debt.",0.314,0.3,0.564,0.57,True,True,True
303,17,archive,Nia,signal spool,choose_repay,0.296,not due,repay remembered object debt,Nia: Repayment lowers the signal spool debt.,0.296,0.276,0.597,0.605,True,True,True
304,17,signal,Ren,oil lantern,choose_ignore,0.335,defaulted,ignore remembered debt,Ren: Ignoring the oil lantern debt keeps it on the board.,0.335,0.341,0.553,0.55,True,True,True
306,18,riverbend,Lio,binding cord,absent,0.295,defaulted,ask debt status,Lio: The binding cord debt is remembered by role and witness.,0.295,0.296,0.59,0.59,True,True,True
308,18,archive,Rin,signal spool,offer_return_help,0.341,not due,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.341,0.327,0.567,0.573,True,True,True
309,18,signal,Milo,oil lantern,choose_repay,0.266,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.266,0.246,0.55,0.558,True,True,True
310,18,orchard,Mara,dry cord,choose_ignore,0.325,defaulted,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.325,0.331,0.529,0.526,True,True,True
312,18,riverbend,Nox,cedar plank,choose_repay,0.289,defaulted,repay remembered object debt,Nox: Repayment lowers the cedar plank debt.,0.289,0.269,0.579,0.587,True,True,True
313,18,roofward,Fay,herb ledger,choose_ignore,0.269,defaulted,ignore remembered debt,Fay: Ignoring the herb ledger debt keeps it on the board.,0.269,0.275,0.57,0.567,True,True,True
315,18,signal,Kesh,wind wrap,listen_later,0.381,defaulted,ask debt status,Kesh: The wind wrap debt is remembered by role and witness.,0.381,0.382,0.498,0.498,True,True,True
316,18,orchard,Suf,seed satchel,offer_return_help,0.389,defaulted,offer return help,"Suf: Help with returning seed satchel, not with erasing the debt.",0.389,0.375,0.521,0.527,True,True,True
317,18,repair_ring,Juno,copper wire,choose_repay,0.21,defaulted,repay remembered object debt,Juno: Repayment lowers the copper wire debt.,0.21,0.19,0.608,0.616,True,True,True
318,18,riverbend,Lio,binding cord,listen_later,0.344,defaulted,ask debt status,Lio: The binding cord debt is remembered by role and witness.,0.344,0.345,0.566,0.566,True,True,True
319,18,roofward,Orr,shade cloth,offer_return_help,0.337,defaulted,offer return help,"Orr: Help with returning shade cloth, not with erasing the debt.",0.337,0.323,0.553,0.559,True,True,True
320,18,archive,Rin,signal spool,choose_repay,0.339,not due,repay remembered object debt,Rin: Repayment lowers the signal spool debt.,0.339,0.319,0.567,0.575,True,True,True
321,18,signal,Milo,oil lantern,choose_ignore,0.294,defaulted,ignore remembered debt,Milo: Ignoring the oil lantern debt keeps it on the board.,0.294,0.3,0.534,0.531,True,True,True
324,19,roofward,Sera,shade cloth,listen_later,0.312,defaulted,ask debt status,Sera: The shade cloth debt is remembered by role and witness.,0.312,0.313,0.525,0.525,True,True,True
325,19,archive,Vell,signal spool,offer_return_help,0.373,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.373,0.359,0.542,0.548,True,True,True
326,19,signal,Oda,oil lantern,choose_repay,0.379,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.379,0.359,0.547,0.555,True,True,True
327,19,orchard,Ivo,dry cord,choose_ignore,0.373,defaulted,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.373,0.379,0.545,0.542,True,True,True
329,19,riverbend,Cee,cedar plank,choose_repay,0.331,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.331,0.311,0.572,0.58,True,True,True
330,19,roofward,Bex,herb ledger,choose_ignore,0.3,not due,ignore remembered debt,Bex: Ignoring the herb ledger debt keeps it on the board.,0.3,0.306,0.57,0.567,True,True,True
333,19,orchard,Pim,seed satchel,offer_return_help,0.377,defaulted,offer return help,"Pim: Help with returning seed satchel, not with erasing the debt.",0.377,0.363,0.542,0.548,True,True,True
334,19,repair_ring,Wren,copper wire,choose_repay,0.323,defaulted,repay remembered object debt,Wren: Repayment lowers the copper wire debt.,0.323,0.303,0.551,0.559,True,True,True
336,19,roofward,Sera,shade cloth,offer_return_help,0.361,defaulted,offer return help,"Sera: Help with returning shade cloth, not with erasing the debt.",0.361,0.347,0.511,0.517,True,True,True
337,19,archive,Vell,signal spool,choose_repay,0.371,defaulted,repay remembered object debt,Vell: Repayment lowers the signal spool debt.,0.371,0.351,0.542,0.55,True,True,True
338,19,signal,Oda,oil lantern,choose_ignore,0.407,defaulted,ignore remembered debt,Oda: Ignoring the oil lantern debt keeps it on the board.,0.407,0.413,0.531,0.528,True,True,True
339,19,orchard,Ivo,dry cord,absent,0.403,defaulted,ask debt status,Ivo: The dry cord debt is remembered by role and witness.,0.403,0.404,0.53,0.53,True,True,True
341,19,riverbend,Cee,cedar plank,choose_ignore,0.311,not due,ignore remembered debt,Cee: Ignoring the cedar plank debt keeps it on the board.,0.311,0.317,0.58,0.577,True,True,True
342,20,archive,Toma,signal spool,offer_return_help,0.37,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.37,0.356,0.536,0.542,True,True,True
