tick_id,day,settlement_id,resident_id,custom_or_law,restricted_object,avatar_choice,allowed_state,consequence,trust_before,trust_after,custom_visible_before_choice,refusal_or_warning_respected,local_history_preserved
199,12,lichen_bridge,Luma,ask before signal bell,meal ledger,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.646,0.656,True,True,True
200,12,orchid_engine,Dax,keep gear wash lane open,valve key,offer_greeting,observed,no custom violation,0.632,0.634,True,True,True
201,12,moss_ward,Tala,ask before touching rain clay,blanket loom,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.578,0.588,True,True,True
202,12,glass_harbor,Nia,ask before lifting nets,fog catcher,repeat_local_phrase,observed,no custom violation,0.664,0.666,True,True,True
203,12,cinder_garden,Pax,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.612,0.614,True,True,True
204,12,lichen_bridge,Rin,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.578,0.56,True,True,True
205,12,orchid_engine,Eli,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.64,0.65,True,True,True
206,12,moss_ward,Ari,leave door-watch path clear,rain jar,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.64,0.65,True,True,True
207,12,glass_harbor,Oren,do not dim public lamp,net spool,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.634,0.624,True,True,True
208,12,cinder_garden,Vale,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.634,0.636,True,True,True
209,12,lichen_bridge,Sol,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.618,0.628,True,True,True
210,12,orchid_engine,Bea,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.618,0.62,True,True,True
211,12,moss_ward,Fay,step around blanket circle,root archive,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.594,0.604,True,True,True
212,12,glass_harbor,Puck,leave fog catcher capped,brass lantern,repeat_local_phrase,observed,no custom violation,0.616,0.618,True,True,True
213,12,cinder_garden,Wren,do not cross seed rows,shade pole,offer_trade_good,observed,no custom violation,0.572,0.574,True,True,True
214,12,lichen_bridge,Kio,ask before signal bell,meal ledger,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.594,0.576,True,True,True
215,12,orchid_engine,Cai,keep gear wash lane open,valve key,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.63,0.64,True,True,True
216,13,glass_harbor,Nia,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.676,0.686,True,True,True
217,13,cinder_garden,Pax,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.62,0.622,True,True,True
218,13,lichen_bridge,Rin,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.566,0.576,True,True,True
219,13,orchid_engine,Eli,ask before orchid lamp,gear basin,repeat_local_phrase,observed,no custom violation,0.656,0.658,True,True,True
220,13,moss_ward,Ari,leave door-watch path clear,rain jar,offer_trade_good,observed,no custom violation,0.652,0.654,True,True,True
221,13,glass_harbor,Oren,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.612,0.594,True,True,True
222,13,cinder_garden,Vale,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.646,0.656,True,True,True
223,13,lichen_bridge,Sol,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.63,0.64,True,True,True
224,13,orchid_engine,Bea,do not turn valve key,orchid lamp,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.608,0.598,True,True,True
225,13,moss_ward,Fay,step around blanket circle,root archive,wait_for_resident_lead,observed,no custom violation,0.614,0.616,True,True,True
226,13,glass_harbor,Puck,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.628,0.638,True,True,True
227,13,cinder_garden,Wren,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.58,0.582,True,True,True
228,13,lichen_bridge,Kio,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.582,0.592,True,True,True
229,13,orchid_engine,Cai,keep gear wash lane open,valve key,repeat_local_phrase,observed,no custom violation,0.646,0.648,True,True,True
230,13,moss_ward,Milo,ask before touching rain clay,blanket loom,offer_trade_good,observed,no custom violation,0.612,0.614,True,True,True
231,13,glass_harbor,Sera,ask before lifting nets,fog catcher,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.648,0.63,True,True,True
232,13,cinder_garden,Juno,cool stone is shared,seed tray,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.636,0.646,True,True,True
233,13,lichen_bridge,Luma,do not step on tension rope,rope kit,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.658,0.668,True,True,True
234,14,moss_ward,Ari,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.66,0.662,True,True,True
235,14,glass_harbor,Oren,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.6,0.61,True,True,True
236,14,cinder_garden,Vale,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.662,0.664,True,True,True
237,14,lichen_bridge,Sol,meal room first for strangers,signal bell,offer_trade_good,observed,no custom violation,0.642,0.644,True,True,True
238,14,orchid_engine,Bea,do not turn valve key,orchid lamp,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.586,0.568,True,True,True
239,14,moss_ward,Fay,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.626,0.636,True,True,True
240,14,glass_harbor,Puck,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.64,0.65,True,True,True
241,14,cinder_garden,Wren,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.57,0.56,True,True,True
242,14,lichen_bridge,Kio,ask before signal bell,meal ledger,wait_for_resident_lead,observed,no custom violation,0.602,0.604,True,True,True
243,14,orchid_engine,Cai,keep gear wash lane open,valve key,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.658,0.668,True,True,True
244,14,moss_ward,Milo,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.62,0.622,True,True,True
245,14,glass_harbor,Sera,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.636,0.646,True,True,True
246,14,cinder_garden,Juno,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.652,0.654,True,True,True
247,14,lichen_bridge,Luma,do not step on tension rope,rope kit,offer_trade_good,observed,no custom violation,0.67,0.672,True,True,True
248,14,orchid_engine,Dax,ask before orchid lamp,gear basin,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.622,0.604,True,True,True
249,14,moss_ward,Tala,leave door-watch path clear,rain jar,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.598,0.608,True,True,True
250,14,glass_harbor,Nia,do not dim public lamp,net spool,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.688,0.698,True,True,True
251,14,cinder_garden,Pax,ask before shade pole,cool bowl,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.61,0.6,True,True,True
252,15,orchid_engine,Bea,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.574,0.584,True,True,True
253,15,moss_ward,Fay,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.642,0.644,True,True,True
254,15,glass_harbor,Puck,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.652,0.654,True,True,True
255,15,cinder_garden,Wren,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.548,0.53,True,True,True
256,15,lichen_bridge,Kio,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.614,0.624,True,True,True
257,15,orchid_engine,Cai,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.67,0.68,True,True,True
258,15,moss_ward,Milo,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.61,0.6,True,True,True
259,15,glass_harbor,Sera,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.656,0.658,True,True,True
260,15,cinder_garden,Juno,cool stone is shared,seed tray,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.664,0.674,True,True,True
261,15,lichen_bridge,Luma,do not step on tension rope,rope kit,offer_greeting,observed,no custom violation,0.678,0.68,True,True,True
262,15,orchid_engine,Dax,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.61,0.62,True,True,True
263,15,moss_ward,Tala,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.614,0.616,True,True,True
264,15,glass_harbor,Nia,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.7,0.702,True,True,True
265,15,cinder_garden,Pax,ask before shade pole,cool bowl,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.588,0.57,True,True,True
266,15,lichen_bridge,Rin,meal room first for strangers,signal bell,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.586,0.596,True,True,True
267,15,orchid_engine,Eli,do not turn valve key,orchid lamp,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.66,0.67,True,True,True
268,15,moss_ward,Ari,step around blanket circle,root archive,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.65,0.64,True,True,True
269,15,glass_harbor,Oren,leave fog catcher capped,brass lantern,wait_for_resident_lead,observed,no custom violation,0.62,0.622,True,True,True
270,16,lichen_bridge,Kio,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.63,0.632,True,True,True
271,16,orchid_engine,Cai,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.682,0.684,True,True,True
272,16,moss_ward,Milo,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.588,0.57,True,True,True
273,16,glass_harbor,Sera,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.668,0.678,True,True,True
274,16,cinder_garden,Juno,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.676,0.686,True,True,True
275,16,lichen_bridge,Luma,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.668,0.658,True,True,True
276,16,orchid_engine,Dax,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.63,0.632,True,True,True
277,16,moss_ward,Tala,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.626,0.636,True,True,True
278,16,glass_harbor,Nia,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.708,0.71,True,True,True
279,16,cinder_garden,Pax,ask before shade pole,cool bowl,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.576,0.586,True,True,True
280,16,lichen_bridge,Rin,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.602,0.604,True,True,True
281,16,orchid_engine,Eli,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.672,0.674,True,True,True
