tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
168,10,riverbend,Ari,plank hall,wet crossing,near-right,ridge lantern,cedar knock,warm oil,10.96,0.28,0.1692,neutral air,queued work,avatar first-person local sample,True,True
169,10,roofward,Sera,ledger loft,warm lane,near-left,brass hinge,paper hush,warm dust,19.84,0.26,0.10332,warm edge,queued work,avatar first-person local sample,True,True
170,10,archive,Nia,arrival court,memory desk,distant-ahead,doorway shape,muffled stone echo,cold dust,14.02,0.64,0.16622,wet sole,resident boundary,avatar first-person local sample,True,True
171,10,signal,Ren,lantern walk,signal perch,distant-ahead,doorway shape,muffled beacon pulse,lamp oil,9.58,0.29,0.16236,neutral air,queued work,avatar first-person local sample,True,True
172,10,orchard,Ivo,satchel shed,market plank,near-left,dry cord,roof drip,dry twine,15.86,0.27,0.10332,warm edge,queued work,avatar first-person local sample,True,True
173,10,repair_ring,Pax,wire bench,cool corner,distant-ahead,doorway shape,muffled bell hum,clean cloth,15.84,0.28,0.0819,neutral air,queued work,avatar first-person local sample,True,True
174,10,riverbend,Ari,wet crossing,wet crossing,co-present,ridge lantern,lantern tick,wet cedar,11.42,0.68,0.24596,wet sole,queued work,avatar first-person local sample,True,True
175,10,roofward,Sera,sun sill,ledger loft,near-left,brass hinge,sun glass hum,polished brass,20.3,0.25,0.10476,warm edge,queued work,avatar first-person local sample,True,True
176,10,archive,Nia,stone stacks,memory desk,distant-ahead,doorway shape,muffled page flutter,wax seal,14.48,0.26,0.0873,neutral air,queued work,avatar first-person local sample,True,True
177,10,signal,Ren,lens room,signal perch,near-right,oil lantern,static crickets,salt wind,10.76,0.24,0.15912,neutral air,queued work,avatar first-person local sample,True,True
178,10,orchard,Ivo,arrival court,market plank,distant-ahead,doorway shape,muffled seed rattle,mud reed,13.54,0.25,0.10476,neutral air,queued work,avatar first-person local sample,True,True
179,10,repair_ring,Pax,spark lane,cool corner,distant-ahead,doorway shape,muffled wire snap,hot copper,17.02,0.68,0.16082,wet sole,resident boundary,avatar first-person local sample,True,True
180,11,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled sun glass hum,warm dust,18.58,0.28,0.1062,neutral air,queued work,avatar first-person local sample,True,True
181,11,archive,Nia,memory desk,memory desk,co-present,signal spool,stone echo,ink linen,16.26,0.26,0.08622,warm edge,queued work,avatar first-person local sample,True,True
182,11,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.04,0.27,0.16056,neutral air,queued work,avatar first-person local sample,True,True
183,11,orchard,Ivo,market plank,market plank,co-present,dry cord,cart creak,dry twine,15.32,0.25,0.1062,neutral air,queued work,avatar first-person local sample,True,True
184,11,repair_ring,Pax,arrival court,cool corner,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.3,0.26,0.0819,neutral air,resident boundary,avatar first-person local sample,True,True
185,11,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled river slap,wet cedar,10.88,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
186,11,roofward,Sera,ledger loft,sun sill,near-right,brass hinge,hinge ticks,polished brass,19.76,0.23,0.10764,warm edge,queued work,avatar first-person local sample,True,True
187,11,archive,Nia,arrival court,memory desk,distant-ahead,doorway shape,muffled spool click,wax seal,13.94,0.66,0.16514,wet sole,resident boundary,avatar first-person local sample,True,True
188,11,signal,Ren,lantern walk,signal perch,distant-ahead,doorway shape,muffled rope creak,salt wind,10.22,0.31,0.162,neutral air,queued work,avatar first-person local sample,True,True
189,11,orchard,Ivo,satchel shed,market plank,near-left,dry cord,seed rattle,apple soil,15.78,0.29,0.10764,warm edge,queued work,avatar first-person local sample,True,True
190,11,repair_ring,Pax,wire bench,arrival court,near-left,insulated tongs,cool fan,hot copper,15.76,0.25,0.09,neutral air,queued work,avatar first-person local sample,True,True
191,11,riverbend,Ari,wet crossing,dry ridge,near-right,ridge lantern,cedar knock,mud thread,11.34,0.65,0.23948,wet sole,queued work,avatar first-person local sample,True,True
192,11,roofward,Sera,sun sill,sun sill,co-present,brass hinge,paper hush,thyme paper,20.22,0.27,0.10908,warm edge,queued work,avatar first-person local sample,True,True
193,11,archive,Nia,stone stacks,memory desk,distant-ahead,doorway shape,muffled stone echo,ink linen,14.4,0.28,0.08622,neutral air,queued work,avatar first-person local sample,True,True
194,11,signal,Ren,lens room,signal perch,near-right,oil lantern,beacon pulse,hot glass,10.68,0.26,0.1692,neutral air,queued work,avatar first-person local sample,True,True
195,11,orchard,Ivo,arrival court,satchel shed,distant-ahead,doorway shape,muffled cart creak,dry twine,13.46,0.22,0.10908,neutral air,queued work,avatar first-person local sample,True,True
196,11,repair_ring,Pax,spark lane,arrival court,distant-behind,doorway shape,muffled bell hum,stone chalk,16.94,0.65,0.16892,wet sole,resident boundary,avatar first-person local sample,True,True
197,11,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,lantern tick,warm oil,12.52,0.24,0.1692,neutral air,queued work,avatar first-person local sample,True,True
198,12,archive,Nia,memory desk,memory desk,co-present,signal spool,spool click,cold dust,16.18,0.28,0.08514,warm edge,queued work,avatar first-person local sample,True,True
199,12,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled beacon pulse,salt wind,8.96,0.29,0.16596,neutral air,queued work,avatar first-person local sample,True,True
200,12,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled roof drip,apple soil,15.24,0.22,0.11052,neutral air,queued work,avatar first-person local sample,True,True
201,12,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,bell hum,hot copper,15.22,0.23,0.09702,neutral air,resident boundary,avatar first-person local sample,True,True
202,12,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled lantern tick,mud thread,10.8,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
203,12,roofward,Sera,ledger loft,sun sill,near-right,brass hinge,sun glass hum,thyme paper,19.68,0.25,0.11052,warm edge,queued work,avatar first-person local sample,True,True
204,12,archive,Nia,arrival court,memory desk,distant-ahead,doorway shape,muffled page flutter,ink linen,13.86,0.68,0.16406,wet sole,resident boundary,avatar first-person local sample,True,True
205,12,signal,Ren,lantern walk,arrival court,distant-behind,doorway shape,muffled static crickets,hot glass,10.14,0.28,0.16272,neutral air,queued work,avatar first-person local sample,True,True
206,12,orchard,Ivo,satchel shed,arrival court,distant-behind,doorway shape,muffled cart creak,mud reed,16.42,0.26,0.11196,warm edge,queued work,avatar first-person local sample,True,True
207,12,repair_ring,Pax,wire bench,arrival court,near-left,insulated tongs,wire snap,stone chalk,15.68,0.27,0.0981,neutral air,queued work,avatar first-person local sample,True,True
208,12,riverbend,Ari,wet crossing,dry ridge,near-right,ridge lantern,river slap,warm oil,11.26,0.67,0.24272,wet sole,queued work,avatar first-person local sample,True,True
209,12,roofward,Sera,sun sill,sun sill,co-present,brass hinge,hinge ticks,warm dust,20.14,0.29,0.11196,warm edge,queued work,avatar first-person local sample,True,True
210,12,archive,Nia,stone stacks,arrival court,near-left,signal spool,spool click,cold dust,14.32,0.25,0.09216,neutral air,queued work,avatar first-person local sample,True,True
211,12,signal,Ren,lens room,arrival court,distant-behind,doorway shape,muffled rope creak,lamp oil,10.6,0.23,0.15948,neutral air,queued work,avatar first-person local sample,True,True
212,12,orchard,Ivo,arrival court,arrival court,co-present,dry cord,roof drip,apple soil,13.38,0.24,0.1134,neutral air,queued work,avatar first-person local sample,True,True
213,12,repair_ring,Pax,spark lane,arrival court,distant-behind,doorway shape,muffled cool fan,clean cloth,16.86,0.67,0.17702,wet sole,resident boundary,avatar first-person local sample,True,True
214,12,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,cedar knock,wet cedar,12.44,0.26,0.15948,neutral air,queued work,avatar first-person local sample,True,True
215,12,roofward,Sera,arrival court,arrival court,co-present,brass hinge,sun glass hum,thyme paper,17.82,0.64,0.1934,wet sole,queued work,avatar first-person local sample,True,True
216,13,signal,Ren,mast base,arrival court,near-left,oil lantern,rope creak,hot glass,8.88,0.26,0.16092,neutral air,queued work,avatar first-person local sample,True,True
217,13,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled seed rattle,mud reed,15.16,0.24,0.11484,neutral air,queued work,avatar first-person local sample,True,True
218,13,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,cool fan,stone chalk,15.14,0.25,0.0981,neutral air,resident boundary,avatar first-person local sample,True,True
219,13,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled cedar knock,warm oil,10.72,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
220,13,roofward,Sera,ledger loft,glass stair,distant-behind,doorway shape,muffled paper hush,warm dust,19.6,0.22,0.11484,warm edge,queued work,avatar first-person local sample,True,True
221,13,archive,Nia,arrival court,arrival court,co-present,signal spool,stone echo,cold dust,13.78,0.65,0.17108,wet sole,resident boundary,avatar first-person local sample,True,True
222,13,signal,Ren,lantern walk,arrival court,distant-behind,doorway shape,muffled beacon pulse,lamp oil,10.06,0.3,0.16236,neutral air,queued work,avatar first-person local sample,True,True
223,13,orchard,Ivo,satchel shed,arrival court,distant-behind,doorway shape,muffled roof drip,dry twine,16.34,0.28,0.11628,warm edge,queued work,avatar first-person local sample,True,True
224,13,repair_ring,Pax,wire bench,arrival court,near-left,insulated tongs,bell hum,clean cloth,16.32,0.29,0.09918,neutral air,queued work,avatar first-person local sample,True,True
225,13,riverbend,Ari,wet crossing,kit alcove,distant-ahead,doorway shape,muffled lantern tick,wet cedar,11.18,0.64,0.24236,wet sole,queued work,avatar first-person local sample,True,True
226,13,roofward,Sera,sun sill,glass stair,distant-behind,doorway shape,muffled sun glass hum,polished brass,20.06,0.26,0.11628,warm edge,queued work,avatar first-person local sample,True,True
227,13,archive,Nia,stone stacks,arrival court,near-left,signal spool,page flutter,wax seal,14.24,0.27,0.09216,neutral air,queued work,avatar first-person local sample,True,True
228,13,signal,Ren,lens room,arrival court,distant-behind,doorway shape,muffled static crickets,salt wind,10.52,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
229,13,orchard,Ivo,arrival court,arrival court,co-present,dry cord,seed rattle,mud reed,13.3,0.26,0.11772,neutral air,queued work,avatar first-person local sample,True,True
230,13,repair_ring,Pax,spark lane,wire bench,near-left,insulated tongs,wire snap,hot copper,16.78,0.64,0.1781,wet sole,resident boundary,avatar first-person local sample,True,True
231,13,riverbend,Ari,dry ridge,kit alcove,near-right,ridge lantern,river slap,mud thread,12.36,0.23,0.15912,neutral air,queued work,avatar first-person local sample,True,True
232,13,roofward,Sera,arrival court,glass stair,near-right,brass hinge,paper hush,warm dust,17.74,0.66,0.19772,wet sole,queued work,avatar first-person local sample,True,True
233,13,archive,Nia,spool room,arrival court,distant-behind,doorway shape,muffled spool click,ink linen,15.42,0.31,0.09108,neutral air,resident boundary,avatar first-person local sample,True,True
234,14,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled cart creak,dry twine,15.08,0.26,0.11916,neutral air,queued work,avatar first-person local sample,True,True
235,14,repair_ring,Pax,arrival court,spark lane,distant-ahead,doorway shape,muffled wire snap,clean cloth,15.06,0.22,0.09918,neutral air,resident boundary,avatar first-person local sample,True,True
236,14,riverbend,Ari,plank hall,kit alcove,distant-ahead,doorway shape,muffled river slap,wet cedar,10.64,0.26,0.16056,neutral air,queued work,avatar first-person local sample,True,True
237,14,roofward,Sera,ledger loft,glass stair,distant-behind,doorway shape,muffled hinge ticks,polished brass,19.52,0.24,0.11916,warm edge,queued work,avatar first-person local sample,True,True
238,14,archive,Nia,arrival court,arrival court,co-present,signal spool,spool click,wax seal,13.7,0.67,0.17216,wet sole,resident boundary,avatar first-person local sample,True,True
239,14,signal,Ren,lantern walk,arrival court,distant-behind,doorway shape,muffled rope creak,salt wind,9.98,0.32,0.16056,neutral air,queued work,avatar first-person local sample,True,True
240,14,orchard,Ivo,satchel shed,seed lane,distant-behind,doorway shape,muffled seed rattle,apple soil,16.26,0.25,0.1206,warm edge,queued work,avatar first-person local sample,True,True
241,14,repair_ring,Pax,wire bench,spark lane,near-right,insulated tongs,cool fan,hot copper,16.24,0.26,0.10026,neutral air,queued work,avatar first-person local sample,True,True
242,14,riverbend,Ari,wet crossing,kit alcove,distant-ahead,doorway shape,muffled cedar knock,mud thread,11.82,0.66,0.242,wet sole,queued work,avatar first-person local sample,True,True
243,14,roofward,Sera,sun sill,glass stair,distant-behind,doorway shape,muffled paper hush,thyme paper,19.98,0.28,0.1206,warm edge,queued work,avatar first-person local sample,True,True
244,14,archive,Nia,stone stacks,arrival court,near-left,signal spool,stone echo,ink linen,14.16,0.29,0.09324,neutral air,queued work,avatar first-person local sample,True,True
245,14,signal,Ren,lens room,mast base,distant-behind,doorway shape,muffled beacon pulse,hot glass,10.44,0.22,0.1692,neutral air,queued work,avatar first-person local sample,True,True
246,14,orchard,Ivo,arrival court,seed lane,near-right,dry cord,cart creak,dry twine,13.22,0.23,0.12204,neutral air,queued work,avatar first-person local sample,True,True
247,14,repair_ring,Pax,spark lane,spark lane,co-present,insulated tongs,bell hum,stone chalk,16.7,0.66,0.17918,wet sole,resident boundary,avatar first-person local sample,True,True
