tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
192,Fay,avatar_text_input,v35-914509,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,205
192,Fay,click_to_talk_reply,v35-206617,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,206
194,Milo,avatar_text_input,v35-181241,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,207
194,Milo,click_to_talk_reply,v35-135799,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,208
195,Ivo,click_to_talk_reply,v35-355983,#talk-Ivo,Energy low but steady; comfort is 0.85 and safety is 0.81.,Energy low but steady; comfort is 0.85 and safety is 0.81.,True,209
196,Juno,avatar_text_input,v35-939132,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,210
196,Juno,click_to_talk_reply,v35-122832,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,211
197,Ari,avatar_text_input,v35-157600,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,212
197,Ari,click_to_talk_reply,v35-295505,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,213
199,Nia,avatar_text_input,v35-914293,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,214
199,Nia,click_to_talk_reply,v35-435783,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,215
201,Ivo,click_to_talk_reply,v35-355052,#talk-Ivo,Energy low but steady; comfort is 0.87 and safety is 0.83.,Energy low but steady; comfort is 0.87 and safety is 0.83.,True,216
202,Juno,avatar_text_input,v35-848460,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,217
202,Juno,click_to_talk_reply,v35-104745,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,218
204,Nia,avatar_text_input,v35-795293,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,219
204,Nia,click_to_talk_reply,v35-320322,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,220
206,Ivo,avatar_text_input,v35-827661,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,221
206,Ivo,click_to_talk_reply,v35-051054,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,222
207,Juno,click_to_talk_reply,v35-380077,#talk-Juno,Energy low but steady; comfort is 0.77 and safety is 0.85.,Energy low but steady; comfort is 0.77 and safety is 0.85.,True,223
209,Fay,avatar_text_input,v35-825946,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,224
209,Fay,click_to_talk_reply,v35-102305,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,225
211,Milo,avatar_text_input,v35-817986,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,226
211,Milo,click_to_talk_reply,v35-027497,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,227
212,Ivo,avatar_text_input,v35-158588,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,228
212,Ivo,click_to_talk_reply,v35-356135,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,229
213,Juno,click_to_talk_reply,v35-380278,#talk-Juno,Energy low but steady; comfort is 0.79 and safety is 0.86.,Energy low but steady; comfort is 0.79 and safety is 0.86.,True,230
214,Ari,avatar_text_input,v35-796089,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,231
214,Ari,click_to_talk_reply,v35-183614,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,232
216,Nia,avatar_text_input,v35-940626,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,233
216,Nia,click_to_talk_reply,v35-351914,#talk-Nia,Energy low but steady; comfort is 0.82 and safety is 0.85.,Energy low but steady; comfort is 0.82 and safety is 0.85.,True,234
217,Milo,avatar_text_input,v35-073107,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,235
217,Milo,click_to_talk_reply,v35-413305,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,236
218,Ivo,avatar_text_input,v35-835646,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,237
218,Ivo,click_to_talk_reply,v35-383998,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,238
219,Juno,click_to_talk_reply,v35-379949,#talk-Juno,Energy low but steady; comfort is 0.80 and safety is 0.88.,Energy low but steady; comfort is 0.80 and safety is 0.88.,True,239
221,Fay,avatar_text_input,v35-832562,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,240
221,Fay,click_to_talk_reply,v35-305103,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,241
223,Milo,avatar_text_input,v35-964043,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,242
223,Milo,click_to_talk_reply,v35-378745,#talk-Milo,Energy low but steady; comfort is 0.86 and safety is 0.88.,Energy low but steady; comfort is 0.86 and safety is 0.88.,True,243
225,Juno,click_to_talk_reply,v35-380150,#talk-Juno,Energy low but steady; comfort is 0.82 and safety is 0.89.,Energy low but steady; comfort is 0.82 and safety is 0.89.,True,244
226,Ari,avatar_text_input,v35-941422,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,245
226,Ari,click_to_talk_reply,v35-354038,#talk-Ari,Energy low but steady; comfort is 0.94 and safety is 0.88.,Energy low but steady; comfort is 0.94 and safety is 0.88.,True,246
228,Nia,avatar_text_input,v35-156200,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,247
228,Nia,click_to_talk_reply,v35-434724,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,248
230,Ivo,avatar_text_input,v35-915620,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,249
230,Ivo,click_to_talk_reply,v35-356133,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,250
231,Juno,click_to_talk_reply,v35-378049,#talk-Juno,Energy low but steady; comfort is 0.83 and safety is 0.90.,Energy low but steady; comfort is 0.83 and safety is 0.90.,True,251
233,Fay,avatar_text_input,v35-913905,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,252
233,Fay,click_to_talk_reply,v35-206013,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,253
234,Nia,avatar_text_input,v35-795746,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,254
234,Nia,click_to_talk_reply,v35-320775,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,255
235,Milo,avatar_text_input,v35-180637,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,256
235,Milo,click_to_talk_reply,v35-135195,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,257
237,Juno,click_to_talk_reply,v35-379851,#talk-Juno,Energy low but steady; comfort is 0.85 and safety is 0.92.,Energy low but steady; comfort is 0.85 and safety is 0.92.,True,258
238,Ari,avatar_text_input,v35-156996,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,259
238,Ari,click_to_talk_reply,v35-294901,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,260
240,Nia,avatar_text_input,v35-048243,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,261
240,Nia,click_to_talk_reply,v35-282769,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,262
242,Ivo,avatar_text_input,v35-946210,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,263
242,Ivo,click_to_talk_reply,v35-034150,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,264
243,Juno,click_to_talk_reply,v35-379839,#talk-Juno,Energy low but steady; comfort is 0.86 and safety is 0.93.,Energy low but steady; comfort is 0.86 and safety is 0.93.,True,265
245,Fay,avatar_text_input,v35-944495,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,266
245,Fay,click_to_talk_reply,v35-084047,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,267
247,Milo,avatar_text_input,v35-073560,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,268
247,Milo,click_to_talk_reply,v35-413758,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,269
249,Juno,click_to_talk_reply,v35-381641,#talk-Juno,Energy low but steady; comfort is 0.88 and safety is 0.95.,Energy low but steady; comfort is 0.88 and safety is 0.95.,True,270
250,Ari,avatar_text_input,v35-049039,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,271
250,Ari,click_to_talk_reply,v35-531812,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,272
251,Fay,avatar_text_input,v35-833015,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,273
251,Fay,click_to_talk_reply,v35-305556,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,274
252,Nia,avatar_text_input,v35-824357,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,275
252,Nia,click_to_talk_reply,v35-465856,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,276
254,Ivo,avatar_text_input,v35-799499,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,277
254,Ivo,click_to_talk_reply,v35-245301,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,278
255,Juno,click_to_talk_reply,v35-381629,#talk-Juno,Energy low but steady; comfort is 0.89 and safety is 0.96.,Energy low but steady; comfort is 0.89 and safety is 0.96.,True,279
256,Ari,avatar_text_input,v35-914028,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,280
256,Ari,click_to_talk_reply,v35-294899,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,281
257,Fay,avatar_text_input,v35-797784,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,282
257,Fay,click_to_talk_reply,v35-098431,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,283
259,Milo,avatar_text_input,v35-848558,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,284
259,Milo,click_to_talk_reply,v35-046405,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,285
261,Juno,click_to_talk_reply,v35-379680,#talk-Juno,Energy low but steady; comfort is 0.91 and safety is 0.96.,Energy low but steady; comfort is 0.91 and safety is 0.96.,True,286
262,Ari,avatar_text_input,v35-825153,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,287
262,Ari,click_to_talk_reply,v35-043174,#talk-Ari,I can try that if we keep the kit dry.,I can try that if we keep the kit dry.,True,288
264,Nia,avatar_text_input,v35-832342,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,289
264,Nia,click_to_talk_reply,v35-283679,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,290
266,Ivo,avatar_text_input,v35-944832,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,291
266,Ivo,click_to_talk_reply,v35-357640,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,292
267,Juno,click_to_talk_reply,v35-380805,#talk-Juno,Energy low but steady; comfort is 0.92 and safety is 0.96.,Energy low but steady; comfort is 0.92 and safety is 0.96.,True,293
269,Fay,avatar_text_input,v35-943117,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,294
269,Fay,click_to_talk_reply,v35-353250,#talk-Fay,Energy low but steady; comfort is 0.91 and safety is 0.71.,Energy low but steady; comfort is 0.91 and safety is 0.71.,True,295
271,Milo,avatar_text_input,v35-855218,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,296
271,Milo,click_to_talk_reply,v35-413299,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,297
273,Juno,click_to_talk_reply,v35-380774,#talk-Juno,Energy low but steady; comfort is 0.94 and safety is 0.96.,Energy low but steady; comfort is 0.94 and safety is 0.96.,True,298
274,Ari,avatar_text_input,v35-833138,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,299
