tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_dialogue_branch
926,67,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
927,67,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
928,67,signal_orchard,two-agent route dialogue buttons,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
929,67,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
930,67,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
931,67,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
932,67,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
933,67,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
934,67,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
935,67,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
936,67,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
937,67,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
938,68,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
939,68,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
940,68,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
941,68,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
942,68,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
943,68,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
944,68,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
945,68,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
946,68,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
947,68,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
948,68,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
949,68,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
950,68,roofward_archive,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
951,68,archive_signal,two-agent route dialogue buttons,rollback bell,oil paper,warm direct route air,dry route markers,relieved reset stance,dialogue-pulse,True
952,69,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
953,69,orchard_riverbend,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
954,69,central_repair_ring,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
955,69,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
956,69,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
957,69,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
958,69,signal_orchard,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
959,69,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
960,69,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
961,69,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
962,69,roofward_archive,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
963,69,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
964,69,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
965,69,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
966,70,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
967,70,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
968,70,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
969,70,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
970,70,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
971,70,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
972,70,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,dialogue-pulse,True
973,70,riverbend_roofward,two-agent route dialogue buttons,soft dialogue tone,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
974,70,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
975,70,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
976,70,signal_orchard,two-agent route dialogue buttons,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
977,70,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
978,70,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
979,70,riverbend_roofward,two-agent route dialogue buttons,rollback bell,wet cargo,warm direct route air,damp boards,relieved reset stance,dialogue-pulse,True
980,71,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,flower-node,True
981,71,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
982,71,signal_orchard,shared route board,merge click,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
983,71,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
984,71,central_repair_ring,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
985,71,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
986,71,roofward_archive,shared route board,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
987,71,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
988,71,signal_orchard,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
989,71,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
990,71,central_repair_ring,shared route board,merge click,warm wire,cool detour air,dry route markers,open forward lean,flower-node,True
991,71,riverbend_roofward,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,ambient-rate,True
992,71,roofward_archive,two-agent route dialogue buttons,soft dialogue tone,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
993,71,archive_signal,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
994,72,orchard_riverbend,shared route board,map room hum,wet cargo,warm direct route air,damp boards,open forward lean,flower-node,True
995,72,central_repair_ring,two-agent route dialogue buttons,merge click,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
996,72,riverbend_roofward,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
997,72,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
998,72,archive_signal,two-agent route dialogue buttons,soft dialogue tone,oil paper,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
999,72,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,flower-node,True
1000,72,orchard_riverbend,shared route board,merge click,wet cargo,cool detour air,damp boards,open forward lean,dialogue-pulse,True
1001,72,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,dialogue-pulse,True
1002,72,riverbend_roofward,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
1003,72,roofward_archive,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
1004,72,archive_signal,shared route board,merge click,oil paper,cool detour air,dry route markers,open forward lean,flower-node,True
1005,72,signal_orchard,shared route board,map room hum,oil paper,warm direct route air,dry route markers,open forward lean,ambient-rate,True
1006,72,orchard_riverbend,two-agent route dialogue buttons,merge click,wet cargo,warm direct route air,damp boards,open forward lean,dialogue-pulse,True
1007,72,central_repair_ring,shared route board,map room hum,warm wire,warm direct route air,dry route markers,open forward lean,ambient-rate,True
